FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,173444,0,0,0,0,0,0,0,0.0,180,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.0,2640,0,360,0,0,0,21,0,0,0,Bournemouth,Sunderland,Stoke,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3318,0,0,0,0,0,0,0,0.0,48,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,260,0,31,0,0,0,3,0,0,0,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden,Hazard,MID,CHE,10200000,11,145,6.3,6.17647058823529e-07,1.4215686274509802e-05,0,1524456,2,16,0,0,0,10,0,14.4,10065,2,-1,145,-2,0.6,0,6.3,20,0,13,0,6,31.0,1922324,0,476,0,3,1907,98497,1,0,548,Burnley,Swansea,West Ham,Watford,Stoke,6.6,8.1,5.5,9.2,6.7,7.6,7.1,6.2,7.2,8.5,6.5,8.7,5.9,9.3
Tom,Heaton,GLK,BUR,5100000,2,104,4.7,9.2156862745098e-07,2.03921568627451e-05,0,282313,1,31,0,104,0,0,0,20.4,11603,6,-1,104,-6,1.2,0,6.0,18,0,6,0,0,18.9,808672,0,0,1,4,1980,18394,1,0,502,Chelsea,Hull City,Swansea,Liverpool,Sunderland,6.6,4.2,4.2,4.5,3.2,7.0,7.0,3.9,3.4,5.4,5.1,7.0,4.4,7.0
Jordan,Henderson,MID,LIV,6300000,2,71,3.1,4.92063492063492e-07,1.12698412698413e-05,0,103976,7,28,0,0,0,1,0,11.3,2277,-2,0,71,2,0.3,0,1.8,9,0,6,0,4,1.3,97083,0,250,0,0,2026,1078,0,0,458,Tottenham,Leicester,Arsenal,Burnley,Man City,2.8,2.5,2.2,4.2,1.8,3.2,3.1,2.2,1.8,2.7,2.7,3.2,1.7,3.3
Jeff,Hendrick,MID,BUR,5300000,-2,46,2.3,4.33962264150943e-07,8.679245283018871e-06,0,5250,5,29,0,0,0,2,0,8.5,581,-2,1,46,2,0.3,0,1.5,1,0,5,0,0,0.0,6469,0,0,0,0,1616,25,-1,1,154,Chelsea,Hull City,Swansea,Liverpool,Sunderland,0.0,0.0,1.2,1.2,1.4,2.0,2.2,1.2,1.2,2.0,1.2,2.1,1.2,1.7
Wayne,Hennessey,GLK,CRY,4300000,1,38,2.5,5.81395348837209e-07,8.83720930232558e-06,0,131195,1,28,0,46,0,0,0,8.8,2985,-2,0,38,2,0.8,0,3.3,1,0,2,0,0,2.4,56824,0,266,0,0,1350,851,0,0,248,Stoke,Middlesbrough,West Brom,Tottenham,Watford,2.5,2.2,2.4,2.5,2.1,2.1,2.6,2.7,2.0,2.7,2.6,2.2,2.6,1.8
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,3956,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,648,0,0,0,0,0,14,0,0,0,Chelsea,Hull City,Swansea,Liverpool,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markus,Henriksen,MID,HUL,4900000,0,16,0.222222222222222,4.53514739229025e-08,3.26530612244898e-06,0,959,1,12,0,0,0,0,0,3.3,17,-6,0,16,6,0.0,0,0.0,0,0,0,0,0,0.0,953,0,0,0,0,572,9,0,0,64,Arsenal,Burnley,Leicester,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,2,42,3.0,5.084745762711859e-07,7.11864406779661e-06,0,137960,0,13,0,0,0,3,0,7.1,3447,-1,0,42,1,0.8,0,4.5,3,0,3,0,1,0.9,121269,0,0,0,1,913,1113,0,0,110,Arsenal,Burnley,Leicester,Swansea,Everton,0.0,0.0,0.0,3.8,2.0,3.4,3.2,2.7,2.5,3.4,2.5,3.8,2.9,3.4
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,20435,1,8,0,0,0,0,0,0.7,435,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.3,5912,0,0,0,0,327,14,0,0,50,Swansea,Liverpool,Hull City,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,6300000,2,56,2.7,4.28571428571429e-07,8.88888888888889e-06,0,46857,4,14,0,0,0,0,0,8.9,3172,-2,0,56,2,0.4,0,2.3,6,0,8,0,3,0.8,55953,0,307,0,0,1727,1713,0,1,374,Watford,Bournemouth,Southampton,Middlesbrough,West Brom,2.8,0.0,2.3,1.8,2.2,2.2,2.3,2.6,1.8,2.0,2.1,1.5,1.4,1.9
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,154,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,191,0,0,0,0,0,10,0,0,0,Sunderland,Watford,Man Utd,Tottenham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,1149,0,0,0,0,0,0,0,0.0,108,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2514,0,0,0,0,0,53,0,0,0,Middlesbrough,Sunderland,Tottenham,West Brom,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2157,0,0,0,0,0,0,0,0.0,81,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2784,0,0,0,0,0,64,0,0,0,Arsenal,Burnley,Leicester,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,12628,0,0,0,0,0,0,0,0.0,120,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1178,0,0,0,0,0,3,0,0,0,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4200000,0,30,0.4166666666666671,9.92063492063492e-08,7.142857142857139e-06,0,121553,1,12,0,0,0,0,0,7.1,3964,-3,0,30,3,0.3,0,1.3,0,0,5,0,0,1.9,85928,0,0,0,0,1034,9014,0,0,183,Sunderland,Watford,Man Utd,Tottenham,Bournemouth,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4000000,0,7,0.0972222222222222,2.43055555555556e-08,1.75e-06,0,67426,1,5,0,0,0,0,0,1.8,470,-5,0,7,5,0.0,0,0.0,0,0,1,0,0,0.6,46660,0,0,0,0,270,321,0,0,61,Hull City,Liverpool,Leicester,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Holebas,DEF,WAT,4700000,4,63,2.9,6.17021276595745e-07,1.3404255319148899e-05,0,358362,11,38,0,0,0,2,0,13.4,7365,2,0,63,-2,0.5,0,2.5,6,0,4,0,4,4.1,490854,0,96,0,1,1919,4205,0,0,336,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,2.0,3.8,3.9,2.3,3.1,2.9,3.6,2.2,3.0,2.6,3.9,1.8,2.1,3.0
Mason,Holgate,DEF,EVE,4200000,1,35,0.48611111111111105,1.1574074074074099e-07,8.33333333333333e-06,0,318601,2,4,0,0,0,0,0,8.3,13788,-3,0,35,3,0.7,0,3.0,3,0,4,0,1,6.9,556934,0,0,0,0,620,9643,0,0,163,Middlesbrough,Sunderland,Tottenham,West Brom,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,0,2,0.0277777777777778,6.17283950617284e-09,4.44444444444444e-07,0,149,1,2,0,0,0,0,0,0.4,5,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0.0,199,0,0,0,0,109,7,0,0,20,Southampton,Everton,Man City,Middlesbrough,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Huddlestone,MID,HUL,4600000,3,45,2.1,4.56521739130435e-07,9.78260869565217e-06,0,11442,2,26,0,0,0,0,0,9.8,348,-4,0,45,4,0.8,0,3.8,2,0,4,0,2,0.2,8822,0,0,0,0,1404,1225,0,0,249,Arsenal,Burnley,Leicester,Swansea,Everton,1.0,2.4,1.3,1.6,1.1,1.2,1.8,1.0,1.1,2.1,1.0,2.4,1.3,1.5
Noor,Husin,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,49,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,61,0,0,0,0,0,1,0,0,0,Stoke,Middlesbrough,West Brom,Tottenham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert,Huth,DEF,LEI,4900000,1,44,2.0,4.08163265306122e-07,8.97959183673469e-06,0,67190,6,36,0,0,0,0,0,9.0,1150,-1,0,44,1,0.2,0,1.0,0,0,5,0,1,1.1,47689,1,453,0,0,1936,311,0,0,294,Swansea,Liverpool,Hull City,Arsenal,West Ham,1.3,2.4,2.2,1.7,1.7,2.1,1.7,1.0,1.6,2.1,1.3,1.8,1.2,2.3
Emerson,Hyndman,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,1278,0,0,0,0,0,0,0,0.0,27,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,653,0,0,0,0,0,8,0,0,0,Man City,West Brom,Man Utd,West Ham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,1,27,0.375,7.6530612244898e-08,5.51020408163265e-06,0,160464,0,18,0,0,0,0,0,5.5,509,-6,0,27,6,0.2,0,0.8,0,0,3,0,0,1.2,25718,0,184,0,0,855,81,0,0,113,Man City,West Brom,Man Utd,West Ham,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11600000,6,140,6.1,5.25862068965517e-07,1.20689655172414e-05,0,2167284,5,20,0,0,0,15,0,12.1,73512,1,1,140,-1,0.4,0,4.3,24,0,9,0,5,41.3,2076427,0,0,0,5,2070,29857,-1,0,484,Watford,Bournemouth,Southampton,Middlesbrough,West Brom,8.4,0.0,8.7,7.6,7.6,8.4,7.8,7.7,6.9,7.1,8.0,7.7,6.7,7.8
Odion,Ighalo,FWD,WAT,6800000,0,39,2.2,3.23529411764706e-07,5.73529411764706e-06,0,331185,1,29,0,0,0,1,0,5.7,2501,-7,0,39,7,0.0,0,0.3,2,0,2,0,1,2.6,93866,0,709,0,0,1291,33,0,0,84,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelechi,Iheanacho,FWD,MCI,6100000,0,47,3.1,5.08196721311475e-07,7.70491803278689e-06,0,775023,0,8,0,0,0,4,0,7.7,4783,-9,0,47,9,0.0,0,0.3,6,0,1,0,3,2.4,753541,0,242,0,1,475,548,0,0,168,Bournemouth,Sunderland,Stoke,Liverpool,Arsenal,2.8,0.0,3.0,3.3,3.7,2.7,2.0,4.0,2.8,3.4,2.7,3.1,4.0,2.7
Giannelli,Imbula,MID,STK,4600000,0,23,0.319444444444444,6.94444444444445e-08,5e-06,0,13602,1,20,0,0,0,0,0,5.0,111,-4,0,23,4,0.1,0,0.3,1,0,2,0,1,0.2,5354,1,194,0,0,790,16,0,0,124,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,23137,0,0,0,0,0,0,0,0.0,74,-6,0,0,6,0.0,0,0.0,0,0,0,0,0,0.2,3895,0,81,0,0,0,42,0,0,0,Tottenham,Leicester,Arsenal,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gokhan,Inler,MID,LEI,4400000,0,0,0.0,0.0,0.0,0,9803,0,0,0,0,0,0,0,0.0,29,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3770,0,20,0,0,0,8,0,0,0,Swansea,Liverpool,Hull City,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen,Ireland,MID,STK,4400000,0,0,0.0,0.0,0.0,0,526,0,0,0,0,0,0,0,0.0,17,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,403,0,18,0,0,0,21,0,0,0,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lloyd,Isgrove,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,182,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,226,0,0,0,0,0,26,0,0,0,Sunderland,Watford,Man Utd,Tottenham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branislav,Ivanovic,DEF,CHE,5600000,0,23,1.8,3.2142857142857103e-07,4.10714285714286e-06,0,187684,2,9,0,0,0,0,0,4.1,3041,-4,0,23,4,0.0,0,0.0,2,0,1,0,1,2.9,34077,0,414,0,0,589,70,0,0,143,Burnley,Swansea,West Ham,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Iwobi,MID,ARS,5900000,2,80,1.11111111111111,1.8832391713747602e-07,1.35593220338983e-05,0,161996,1,17,0,0,0,3,0,13.6,9316,-1,0,80,1,1.0,0,6.0,8,0,8,0,5,3.3,238780,0,150,0,1,1213,31806,0,0,310,Hull City,Liverpool,Leicester,West Brom,Man City,0.8,0.0,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6
Phil,Jagielka,DEF,EVE,4700000,0,34,2.1,4.4680851063829794e-07,7.23404255319149e-06,0,258135,3,18,0,0,0,0,0,7.2,3239,-3,0,34,3,0.1,0,0.3,3,0,2,0,1,2.7,263614,0,221,0,0,1261,508,0,1,234,Middlesbrough,Sunderland,Tottenham,West Brom,Hull City,1.4,1.8,1.2,2.3,2.3,1.8,1.1,1.8,2.3,1.9,1.9,1.5,1.9,1.9
Eldin,Jakupovic,GLK,HUL,4000000,8,47,0.652777777777778,1.63194444444444e-07,1.175e-05,0,419995,0,10,0,40,0,0,0,11.8,4347,0,0,47,0,1.5,0,6.0,4,0,3,0,0,22.0,721538,0,0,1,2,810,45403,0,0,211,Arsenal,Burnley,Leicester,Swansea,Everton,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Daniel,James,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,264,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,314,0,0,0,0,0,25,0,0,0,Leicester,Chelsea,Burnley,Hull City,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew,James,MID,LEI,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,195,0,0,0,0,0,0,0,0.2,16,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,203,0,0,0,0,1,4,0,0,3,Swansea,Liverpool,Hull City,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4500000,1,24,0.33333333333333304,7.40740740740741e-08,5.333333333333329e-06,0,14653,0,14,0,0,0,1,0,5.3,351,-5,0,24,5,0.2,0,1.0,0,0,0,0,1,0.1,16518,0,0,0,0,696,286,0,0,121,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Vincent,Janssen,FWD,TOT,7500000,1,36,2.1,2.8e-07,4.8e-06,0,110292,0,7,0,0,0,1,0,4.8,355,-5,0,36,5,0.1,0,0.5,3,0,1,0,2,0.8,59111,0,0,0,0,621,80,0,0,70,Liverpool,Stoke,Everton,Crystal Palace,Southampton,1.3,2.0,1.9,1.5,2.4,1.0,1.7,2.1,2.3,1.4,1.9,1.3,1.7,1.5
Adnan,Januzaj,MID,SUN,5300000,8,33,2.1,3.9622641509434e-07,6.2264150943396205e-06,0,54106,3,27,0,0,0,0,0,6.2,555,-2,0,33,2,0.5,0,2.8,0,0,2,0,3,0.5,35973,0,33,0,0,1109,1578,0,1,110,Southampton,Everton,Man City,Middlesbrough,Burnley,0.0,1.0,1.3,1.2,2.5,1.4,1.3,1.6,1.2,1.0,1.7,1.5,1.6,1.0
Mile,Jedinak,MID,CRY,4500000,0,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,25705,0,1,0,0,0,0,0,0.4,52,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.2,1283,0,118,0,0,90,18,0,0,8,Stoke,Middlesbrough,West Brom,Tottenham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4800000,0,2,0.0277777777777778,5.787037037037039e-09,4.1666666666666704e-07,0,9802,0,1,0,0,0,0,0,0.4,62,-2,1,2,2,0.0,0,0.0,0,0,0,0,0,0.1,9633,0,178,0,0,82,21,-1,0,12,Hull City,Liverpool,Leicester,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jesus,FWD,MCI,9300000,13,25,0.347222222222222,3.73357228195938e-08,2.68817204301075e-06,0,11355,1,1,0,0,0,3,0,2.7,5758,3,-2,25,-3,0.7,0,6.3,6,0,1,0,1,9.3,413566,0,0,0,2,189,202884,2,0,90,Bournemouth,Sunderland,Stoke,Liverpool,Arsenal,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Glen,Johnson,DEF,STK,4700000,0,37,2.6,5.53191489361702e-07,7.872340425531911e-06,0,17499,1,21,0,0,0,0,0,7.9,1214,-3,0,37,3,0.2,0,1.0,3,0,4,0,0,0.2,13285,0,324,0,0,1204,44,0,0,242,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,0.0,0.0,2.6,2.1,2.6,1.5,1.5,3.3,3.0,2.2,3.2,2.3,3.1,2.4
,Jonathan Benteke,FWD,CRY,4300000,0,1,1.0,2.3255813953488398e-07,2.3255813953488398e-07,0,19130,0,0,0,0,0,0,0,0.2,1945,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.3,28576,0,0,0,0,7,3184,0,0,3,Stoke,Middlesbrough,West Brom,Tottenham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy,Jones,DEF,SUN,4400000,6,28,0.38888888888888895,8.838383838383841e-08,6.36363636363636e-06,0,1707,4,23,0,0,0,0,0,6.4,141,-1,0,28,1,0.9,0,4.0,3,0,3,0,0,0.1,2173,0,211,0,0,1104,793,0,0,201,Southampton,Everton,Man City,Middlesbrough,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
David,Jones,MID,BUR,5000000,0,1,1.0,2e-07,2e-07,0,2986,1,1,0,0,0,0,0,0.2,16,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,164,0,0,0,0,86,13,0,0,8,Chelsea,Hull City,Swansea,Liverpool,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jones,DEF,MUN,4900000,0,39,3.3,6.73469387755102e-07,7.95918367346939e-06,0,153112,0,8,0,0,0,0,0,8.0,40343,-1,1,39,1,0.4,0,1.8,4,0,3,0,0,2.2,227807,0,64,0,0,1044,462,-1,0,248,Watford,Bournemouth,Southampton,Middlesbrough,West Brom,0.0,0.0,4.1,3.7,3.2,4.1,3.4,2.7,3.5,2.4,3.4,4.1,3.0,3.6
,Joselu,FWD,STK,5300000,0,0,0.0,0.0,0.0,0,6650,0,0,0,0,0,0,0,0.0,20,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,650,0,246,0,0,0,11,0,0,0,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Josh Robson,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,3346,0,0,0,0,0,0,0,0.0,98,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4881,0,0,0,0,0,38,0,0,0,Southampton,Everton,Man City,Middlesbrough,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukas,Jutkiewicz,FWD,BUR,4300000,0,2,1.0,2.3255813953488398e-07,4.65116279069767e-07,0,27575,0,0,0,0,0,0,0,0.5,686,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.6,12689,0,0,0,0,13,453,0,0,5,Chelsea,Hull City,Swansea,Liverpool,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Kabasele,DEF,WAT,4800000,0,29,0.402777777777778,8.3912037037037e-08,6.04166666666667e-06,0,2811,1,12,0,0,0,2,0,6.0,115,-2,0,29,2,0.7,0,3.3,1,0,1,0,0,0.1,1301,0,0,0,0,558,40,0,0,104,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Younes,Kaboul,DEF,WAT,4400000,2,51,2.8,6.36363636363636e-07,1.1590909090909101e-05,0,36019,2,28,0,0,0,2,0,11.6,2151,-1,0,51,1,1.0,0,4.3,1,0,4,0,0,1.2,52467,0,231,0,0,1509,4374,0,0,280,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,1.9,3.6,3.7,2.2,2.9,2.8,3.5,2.0,2.8,2.4,3.7,1.7,2.0,2.8
Sullay,Kaikai,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,2248,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,176,0,9,0,0,0,6,0,0,0,Stoke,Middlesbrough,West Brom,Tottenham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Kane,FWD,TOT,11200000,6,118,6.2,5.53571428571429e-07,1.0535714285714301e-05,0,1313174,0,12,0,0,0,14,0,10.4,120746,2,0,118,-2,0.7,1,7.5,17,0,10,0,3,19.2,1418495,0,1053,0,4,1623,11042,0,0,474,Liverpool,Stoke,Everton,Crystal Palace,Southampton,6.7,9.1,8.8,7.5,9.3,6.0,7.2,9.3,9.3,6.5,8.8,7.0,8.3,6.7
N'Golo,Kante,MID,CHE,4700000,2,57,2.5,5.31914893617021e-07,1.21276595744681e-05,0,732346,6,17,0,0,0,1,0,12.1,7607,-3,0,57,3,0.5,0,2.3,0,0,12,0,0,11.9,246014,0,501,0,0,2058,9399,0,0,344,Burnley,Swansea,West Ham,Watford,Stoke,1.5,2.1,1.2,2.7,1.6,1.9,1.7,1.4,1.7,2.2,1.5,2.3,1.3,3.0
Bartosz,Kapustka,MID,LEI,5000000,0,0,0.0,0.0,0.0,0,5719,0,0,0,0,0,0,0,0.0,24,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.1,500,0,0,0,0,0,14,0,0,0,Swansea,Liverpool,Hull City,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loris,Karius,GLK,LIV,4400000,0,32,0.444444444444444,1.01010101010101e-07,7.272727272727271e-06,0,75868,0,12,0,20,0,0,0,7.3,1111,-6,0,32,6,0.0,0,0.0,0,0,3,0,0,0.8,78473,0,0,0,0,900,264,0,0,153,Tottenham,Leicester,Arsenal,Burnley,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michael,Keane,DEF,BUR,5000000,1,71,3.0,6e-07,1.42e-05,0,88500,2,35,0,0,0,1,0,14.2,5150,0,-1,71,0,1.0,0,5.0,5,0,6,0,1,2.8,145187,0,0,0,2,2160,6244,1,0,413,Chelsea,Hull City,Swansea,Liverpool,Sunderland,3.6,2.1,2.1,2.5,1.5,4.0,3.9,1.9,1.6,2.8,2.6,4.1,2.1,4.3
Will,Keane,FWD,HUL,4400000,0,8,0.111111111111111,2.5252525252525296e-08,1.81818181818182e-06,0,37635,0,10,0,0,0,0,0,1.8,474,-1,0,8,1,0.0,0,0.0,0,0,1,0,0,0.2,40260,0,0,0,0,280,148,0,0,9,Arsenal,Burnley,Leicester,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
