FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Muhamed,Besic,MID,EVE,4300000,0,0,0.0,0.0,0.0,0,1201,0,0,0,0,0,0,0,0.0,29,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,466,0,75,0,0,0,29,0,0,0,Stoke,Bournemouth,Middlesbrough,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daley,Blind,DEF,MUN,5200000,2,64,4.6,8.846153846153851e-07,1.23076923076923e-05,0,393164,2,13,0,0,0,1,0,12.3,9267,-3,1,64,3,0.1,0,0.7,10,0,5,0,2,4.9,428958,0,477,0,1,1170,5669,-1,0,342,Hull City,Leicester,Watford,Bournemouth,Southampton,6.2,3.9,5.8,0.0,6.6,5.6,5.2,6.3,5.7,4.3,5.6,4.1,5.3,6.0,4.8,6.0
Hiram,Boateng,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,627,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,516,0,0,0,0,0,4,0,0,0,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,30,3.3,6e-07,5.45454545454545e-06,0,106521,1,12,0,0,0,3,0,5.5,983,-5,0,30,5,0.0,1,0.0,4,0,0,0,0,0.8,46388,0,360,0,0,475,118,0,0,93,Everton,West Brom,Crystal Palace,Tottenham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yannick,Bolasie,MID,EVE,5700000,0,45,0.681818181818182,1.1961722488038301e-07,7.89473684210526e-06,0,415416,3,14,0,0,0,1,0,7.9,1092,-3,0,45,3,0.0,0,0.0,3,0,3,0,4,1.9,292423,0,469,0,0,1048,79,0,0,172,Stoke,Bournemouth,Middlesbrough,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3
Wilfried,Bony,FWD,STK,6900000,0,29,2.9,4.20289855072464e-07,4.20289855072464e-06,0,129449,1,12,0,0,0,2,0,4.1,516,-6,1,29,6,0.0,0,0.0,3,0,3,0,0,0.6,112860,0,249,0,1,684,56,-1,0,92,Everton,West Brom,Crystal Palace,Tottenham,Middlesbrough,0.0,2.4,3.0,2.0,2.8,2.8,2.3,2.7,2.2,3.3,4.0,3.4,3.1,2.4,2.7,2.5
Fabio,Borini,FWD,SUN,5100000,1,20,0.303030303030303,5.9417706476530005e-08,3.92156862745098e-06,0,78096,2,15,0,0,0,1,0,3.9,2327,-4,0,20,4,0.3,0,1.7,1,0,2,0,0,0.7,23822,0,280,0,0,696,598,0,0,79,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,2998,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,102,0,123,0,0,0,2,0,0,0,Hull City,Leicester,Watford,Bournemouth,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4600000,1,63,3.1,6.73913043478261e-07,1.3695652173913e-05,0,201771,2,36,0,57,0,0,0,13.7,8268,1,0,63,-1,0.2,0,0.7,2,0,5,0,0,6.4,237327,0,281,1,2,1800,1404,0,0,353,Crystal Palace,Everton,Man City,West Brom,Man Utd,3.8,2.2,3.6,2.6,1.9,4.4,3.3,3.0,3.0,3.5,2.2,3.5,1.9,3.9,4.0,1.7
Sofiane,Boufal,MID,SOU,6700000,0,24,0.36363636363636404,5.42740841248304e-08,3.58208955223881e-06,0,12077,3,10,0,0,0,1,0,3.5,171,-3,1,24,3,0.0,0,0.3,1,0,3,0,0,0.1,12541,0,0,0,0,624,32,-1,0,104,Swansea,West Ham,Sunderland,Watford,Man Utd,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0757575757575758,1.68350168350168e-08,1.11111111111111e-06,0,4559,0,1,0,0,0,0,0,1.1,84,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.1,5261,0,0,0,0,65,68,0,0,15,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Boyd,MID,BUR,5100000,2,49,2.3,4.509803921568629e-07,9.607843137254902e-06,0,10378,2,27,0,0,0,1,0,9.6,232,-4,0,49,4,0.6,0,3.3,0,0,4,0,1,0.1,5329,0,0,0,0,1617,915,0,0,228,Leicester,Watford,Chelsea,Hull City,Swansea,2.8,1.2,1.7,1.5,1.2,1.2,1.4,1.9,2.1,1.2,1.2,2.1,1.2,2.1,1.2,1.7
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,2992,0,0,0,0,0,0,0,0.0,173,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2562,0,27,0,0,0,134,0,0,0,Chelsea,Hull City,Tottenham,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5100000,1,59,3.1,6.078431372549021e-07,1.15686274509804e-05,0,102363,0,25,0,31,0,0,0,11.6,3506,-4,1,59,4,0.2,0,1.0,3,0,4,0,0,1.5,118132,0,0,1,1,1710,653,-1,0,309,West Ham,Swansea,Bournemouth,Sunderland,Stoke,3.5,3.1,2.9,0.0,2.2,3.7,4.1,3.6,2.6,3.8,3.3,3.8,2.8,3.6,3.1,2.6
Miguel,Britos,DEF,WAT,4300000,6,40,2.2,5.11627906976744e-07,9.30232558139535e-06,0,28396,6,26,0,0,0,0,0,9.3,1481,-2,0,40,2,0.9,0,4.0,4,0,4,0,1,0.6,47988,0,205,0,1,1613,5766,0,1,261,Arsenal,Burnley,Man Utd,West Ham,Southampton,2.1,2.4,1.2,2.7,2.8,1.4,1.9,2.0,2.4,1.3,1.9,1.7,2.6,1.1,1.4,2.1
Leon,Britton,MID,SWA,4400000,0,20,0.303030303030303,6.8870523415978e-08,4.54545454545455e-06,0,3654,2,22,0,0,0,0,0,4.5,120,-1,0,20,1,0.0,0,0.0,0,0,2,0,0,0.1,1763,0,166,0,0,802,6,0,0,133,Southampton,Man City,Leicester,Chelsea,Burnley,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,67,0,0,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,99,0,0,0,0,0,1,0,0,0,Man City,Southampton,West Brom,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,71961,0,0,0,0,0,0,0,0.0,5568,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,3.1,133921,0,22,0,0,0,4214,0,0,0,Stoke,Bournemouth,Middlesbrough,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,6316,0,0,0,0,0,0,0,0.0,198,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4461,0,0,0,0,0,70,0,0,0,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,5000000,13,62,0.9393939393939391,1.87878787878788e-07,1.24e-05,0,42813,3,17,0,0,0,3,0,12.4,2915,0,0,62,0,1.4,0,7.0,7,0,2,0,3,3.2,166829,0,230,0,2,1182,36286,0,0,254,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.5,0.6,0.5,0.7,0.6,0.5,0.7,0.5,0.5,0.8,0.7,0.5,0.5,0.5,0.5,0.5
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2546,0,0,0,0,0,0,0,0.0,32,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2416,0,0,0,0,0,9,0,0,0,Man City,Southampton,West Brom,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,4600000,0,0,0.0,0.0,0.0,0,143367,0,0,0,0,0,0,0,0.0,721,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.9,3513,0,341,0,0,0,76,0,0,0,Everton,West Brom,Crystal Palace,Tottenham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4200000,2,9,0.136363636363636,3.24675324675325e-08,2.1428571428571398e-06,0,30817,3,7,0,0,0,0,0,2.1,161,-3,0,9,3,0.2,0,0.7,0,0,1,0,0,0.3,12586,0,39,0,0,399,696,0,0,70,Man City,Southampton,West Brom,Watford,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,0,6,0.0909090909090909,1.93423597678917e-08,1.27659574468085e-06,0,26896,0,3,0,5,0,0,0,1.3,104,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.3,20611,0,45,0,0,270,21,0,0,39,West Ham,Swansea,Bournemouth,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohan,Cabaye,MID,CRY,5600000,3,41,0.621212121212121,1.10930735930736e-07,7.32142857142857e-06,0,129702,5,34,0,0,0,2,0,7.3,1692,-4,0,41,4,0.4,1,2.3,4,0,1,0,0,1.2,26485,0,397,0,1,1321,1014,0,0,228,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Gary,Cahill,DEF,CHE,6500000,15,117,5.3,8.153846153846151e-07,1.8e-05,0,185844,2,15,0,0,0,3,0,18.3,8567,5,-1,117,-5,1.1,0,7.0,12,0,13,0,0,13.6,463813,1,283,0,2,1973,27337,1,0,496,Liverpool,Arsenal,Burnley,Swansea,West Ham,6.4,7.5,4.8,6.8,6.4,7.3,6.6,7.3,7.3,6.2,5.0,8.0,5.6,7.0,6.3,7.1
Jonathan,Calleri,FWD,WHU,6600000,5,11,0.166666666666667,2.5252525252525296e-08,1.66666666666667e-06,0,2892,0,2,0,0,0,1,0,1.7,52,-4,0,11,4,0.3,0,1.7,0,0,0,0,0,0.0,2705,0,0,0,0,159,95,0,0,27,Man City,Southampton,West Brom,Watford,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6200000,2,62,3.3,5.32258064516129e-07,1e-05,0,362533,0,24,0,0,0,6,0,10.0,14632,-3,0,62,3,0.5,0,3.0,2,0,6,0,1,2.6,353294,0,165,0,0,1331,4327,0,0,169,Crystal Palace,Everton,Man City,West Brom,Man Utd,3.9,2.2,4.2,2.5,2.6,4.0,4.4,2.6,2.9,3.1,2.2,3.7,3.2,3.8,4.7,2.9
Dominic,Calvert-Lewin,FWD,EVE,4500000,0,4,0.0606060606060606,1.3468013468013501e-08,8.888888888888891e-07,0,1547,0,1,0,0,0,0,0,0.9,102,0,0,4,0,0.1,0,0.3,0,0,0,0,0,0.0,1865,0,0,0,0,58,34,0,0,5,Stoke,Bournemouth,Middlesbrough,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff,Cameron,DEF,STK,4200000,0,20,0.303030303030303,7.215007215007219e-08,4.76190476190476e-06,0,22829,0,11,0,0,0,0,0,4.7,262,-3,1,20,3,0.0,0,0.0,2,0,2,0,0,0.2,14532,0,293,0,0,630,24,-1,0,126,Everton,West Brom,Crystal Palace,Tottenham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,0,12,0.18181818181818202,4.13223140495868e-08,2.7272727272727298e-06,0,61448,0,3,0,0,0,1,0,2.7,3539,-1,0,12,1,0.1,0,0.3,0,0,0,0,0,1.1,74172,0,12,0,0,120,1703,0,0,47,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,4974,0,0,0,0,0,0,0,0.0,25,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,410,0,175,0,0,0,8,0,0,0,Watford,Chelsea,Hull City,Liverpool,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4800000,2,50,0.7575757575757579,1.57828282828283e-07,1.0416666666666699e-05,0,148388,3,14,0,0,0,3,0,10.4,7211,-2,0,50,2,0.6,0,2.7,4,0,4,0,1,1.8,145319,0,399,0,0,1031,3149,0,0,215,Chelsea,Hull City,Tottenham,Leicester,Arsenal,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4600000,2,88,4.0,8.695652173913041e-07,1.91304347826087e-05,0,1237475,2,37,0,0,0,5,0,18.7,68348,1,1,88,-1,0.5,0,2.3,14,0,4,0,1,28.6,2119472,0,347,0,3,1927,15393,-1,0,361,Arsenal,Burnley,Man Utd,West Ham,Southampton,2.5,5.7,3.6,3.6,4.6,2.5,3.5,5.9,4.3,2.3,4.3,4.4,3.2,3.7,3.2,3.8
Michael,Carrick,MID,MUN,4300000,0,21,0.31818181818181795,7.39957716701903e-08,4.88372093023256e-06,0,89878,0,6,0,0,0,0,0,4.9,5898,-2,0,21,2,0.3,0,1.3,0,0,3,0,0,2.0,113652,0,275,0,0,778,2921,0,0,140,Hull City,Leicester,Watford,Bournemouth,Southampton,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,WHU,6300000,13,41,4.1,6.50793650793651e-07,6.50793650793651e-06,0,349223,1,9,0,0,0,5,0,6.6,11527,-2,-1,41,2,1.0,0,6.3,5,0,3,0,0,4.1,227906,0,381,0,1,666,64678,1,0,163,Man City,Southampton,West Brom,Watford,Chelsea,0.0,4.0,5.2,4.0,4.1,3.8,5.9,4.9,3.9,5.6,4.7,4.7,4.1,5.2,5.5,3.7
Tom,Carroll,MID,SWA,4200000,5,6,0.0909090909090909,2.16450216450216e-08,1.4285714285714301e-06,0,10246,0,2,0,0,0,0,0,1.4,1374,-3,0,6,3,0.4,0,1.7,0,0,0,0,1,0.7,29152,0,93,0,0,91,18214,0,0,23,Southampton,Man City,Leicester,Chelsea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1768,0,0,0,0,0,0,0,0.0,39,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,751,0,0,0,0,0,28,0,0,0,Sunderland,Middlesbrough,Liverpool,Stoke,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,1,6,0.0909090909090909,2.11416490486258e-08,1.3953488372093e-06,0,18383,2,11,0,0,0,0,0,1.4,121,-2,0,6,2,0.1,0,0.3,0,0,0,0,0,0.2,3920,0,335,0,0,501,27,0,0,59,Arsenal,Burnley,Man Utd,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Cattermole,MID,SUN,4200000,0,3,0.0454545454545454,1.08225108225108e-08,7.142857142857141e-07,0,5908,1,3,0,0,0,0,0,0.7,89,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.1,2003,0,246,0,0,175,92,0,0,17,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,0.575757575757576,8.22510822510823e-08,5.4285714285714306e-06,0,370638,2,5,0,0,0,2,0,5.4,606,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.5,329941,0,259,0,0,618,42,0,0,159,Watford,Chelsea,Hull City,Liverpool,Leicester,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Petr,Cech,GLK,ARS,5400000,4,76,3.5,6.48148148148148e-07,1.40740740740741e-05,0,394884,2,23,0,63,0,0,0,14.1,9270,-1,0,76,1,0.8,0,4.3,0,0,7,0,0,15.0,283147,1,409,0,0,1980,7088,0,0,383,Watford,Chelsea,Hull City,Liverpool,Leicester,4.0,3.2,4.4,0.0,4.1,3.6,3.6,4.0,4.8,4.1,3.5,3.9,3.1,3.0,3.9,3.9
,Cedric,DEF,SOU,4800000,12,55,3.7,7.70833333333333e-07,1.1458333333333301e-05,0,129217,1,15,0,0,0,0,0,11.5,2261,-2,0,55,2,1.0,0,5.0,10,0,5,0,1,1.7,145402,0,320,0,1,1187,12203,0,0,299,Swansea,West Ham,Sunderland,Watford,Man Utd,3.4,5.5,2.6,0.0,3.1,3.6,2.9,5.3,4.8,3.4,4.7,3.1,5.0,4.0,3.3,5.0
Nacer,Chadli,MID,WBA,6000000,6,70,1.06060606060606,1.76767676767677e-07,1.1666666666666698e-05,0,272488,1,16,0,0,0,4,0,11.7,2430,-5,0,70,5,0.6,0,3.3,8,0,4,0,3,1.3,293894,0,173,0,2,1114,2965,0,0,207,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.8,0.5,0.5,0.5
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.15151515151515196,3.36700336700337e-08,2.22222222222222e-06,0,838,1,0,0,0,0,0,0,2.2,29,0,0,10,0,0.0,0,0.0,0,0,0,0,1,0.0,954,0,0,0,0,79,12,0,0,35,Liverpool,Arsenal,Burnley,Swansea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,0,52,0.787878787878788,1.35841170323929e-07,8.96551724137931e-06,0,147651,0,10,0,0,0,2,0,9.0,2152,-2,0,52,2,0.2,0,1.0,2,0,1,0,4,1.3,115310,0,186,0,1,812,678,0,0,232,Watford,Chelsea,Hull City,Liverpool,Leicester,0.4,0.4,0.5,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4500000,5,57,3.4,7.555555555555559e-07,1.2666666666666699e-05,0,182942,4,22,0,0,0,1,0,12.7,26329,0,0,57,0,1.5,0,6.7,5,0,5,0,1,5.1,245693,0,70,0,0,1530,10490,0,0,343,West Brom,Tottenham,Everton,Crystal Palace,Stoke,0.0,2.9,3.8,3.9,3.8,3.7,2.9,3.4,3.5,4.3,4.5,3.4,3.9,3.1,4.8,3.9
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4532,0,0,0,0,0,0,0,0.0,27,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,131,0,85,0,0,0,14,0,0,0,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,0,8,0.12121212121212101,2.81888653981677e-08,1.86046511627907e-06,0,7548,0,5,0,0,0,0,0,1.9,293,-2,0,8,2,0.1,0,0.3,0,0,1,0,0,0.2,3875,0,0,0,0,270,123,0,0,46,Burnley,Man Utd,Swansea,Liverpool,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3046,0,0,0,0,0,0,0,0.0,150,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2846,0,2,0,0,0,45,0,0,0,Chelsea,Hull City,Tottenham,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7300000,2,72,3.6,4.93150684931507e-07,9.863013698630141e-06,0,748112,4,37,0,0,0,8,0,9.7,21595,-2,1,72,2,0.2,2,1.7,6,0,1,0,1,5.2,832538,0,315,0,1,1724,8962,-1,0,209,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,3.5,5.1,3.7,3.7,3.5,4.0,4.1,2.7,3.6,3.6,4.8,3.9,4.9,4.0,5.0,3.6
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,4616,0,0,0,0,0,0,0,0.0,130,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6688,0,0,0,0,0,55,0,0,0,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,1,22,0.33333333333333304,7.2463768115942e-08,4.78260869565217e-06,0,4145,3,11,0,0,0,0,0,4.8,64,-4,0,22,4,0.2,0,1.0,0,0,1,0,1,0.1,2265,0,183,0,0,769,60,0,0,105,Swansea,West Ham,Sunderland,Watford,Man Utd,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Clayton,MID,MID,4300000,2,38,2.0,4.65116279069767e-07,8.83720930232558e-06,0,41322,5,18,0,0,0,0,0,8.8,2761,-2,0,38,2,0.3,0,1.3,0,0,6,0,1,1.0,60978,0,0,0,0,1454,2867,0,0,230,West Brom,Tottenham,Everton,Crystal Palace,Stoke,1.4,1.0,1.5,1.2,1.1,2.2,1.4,1.3,1.6,2.1,1.0,1.0,1.2,1.0,1.5,1.0
Tom,Cleverley,MID,WAT,5100000,5,19,0.287878787878788,5.64468211527035e-08,3.7254901960784303e-06,0,8484,1,11,0,0,0,0,0,3.7,159,-4,0,19,4,0.4,0,2.0,0,0,0,0,1,0.1,2749,0,241,0,0,511,484,0,0,87,Arsenal,Burnley,Man Utd,West Ham,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Gael,Clichy,DEF,MCI,5200000,1,43,3.3,6.346153846153849e-07,8.26923076923077e-06,0,52107,0,15,0,0,0,1,0,8.3,1331,-3,0,43,3,0.8,0,4.0,4,0,3,0,0,1.2,27277,0,166,0,1,1084,1324,0,0,252,West Ham,Swansea,Bournemouth,Sunderland,Stoke,3.8,3.4,3.2,0.0,2.4,4.1,4.5,3.9,2.9,4.1,3.6,4.2,3.1,3.9,3.4,2.9
Sam,Clucas,MID,HUL,4700000,2,42,1.9,4.0425531914893603e-07,8.936170212765961e-06,0,3869,5,44,0,0,0,0,0,8.9,95,-3,0,42,3,0.4,0,2.0,0,0,1,0,1,0.1,2235,0,0,0,0,1869,124,0,0,294,Man Utd,Liverpool,Arsenal,Burnley,Leicester,1.1,1.0,1.0,2.1,1.1,1.3,1.0,1.1,1.5,1.0,1.0,1.7,1.0,2.1,1.0,1.2
Nathaniel,Clyne,DEF,LIV,5800000,1,73,3.5,6.03448275862069e-07,1.2586206896551699e-05,0,438226,0,26,0,0,0,0,0,12.6,44219,3,0,73,-3,0.1,0,0.7,9,0,6,0,2,9.6,394352,0,387,0,1,1890,1247,0,0,421,Chelsea,Hull City,Tottenham,Leicester,Arsenal,0.0,0.0,4.4,2.3,4.8,4.6,3.3,4.1,4.8,3.7,3.4,4.3,3.1,5.1,4.0,4.0
Seamus,Coleman,DEF,EVE,5600000,15,92,4.8,8.57142857142857e-07,1.6428571428571398e-05,0,219628,3,21,0,0,0,4,0,16.4,4589,1,-1,92,-1,2.0,0,11.0,11,0,6,0,1,8.4,423864,0,327,0,3,1686,121448,1,0,374,Stoke,Bournemouth,Middlesbrough,Sunderland,Tottenham,5.8,7.2,5.1,6.3,4.6,7.0,6.9,5.6,4.2,6.0,7.0,5.6,6.3,5.3,6.5,5.9
James,Collins,DEF,WHU,4200000,1,30,0.45454545454545503,1.08225108225108e-07,7.142857142857139e-06,0,345410,1,16,0,0,0,1,0,7.1,3726,-3,0,30,3,0.5,0,2.3,3,0,2,0,0,3.9,337999,0,217,0,1,824,1938,0,0,177,Man City,Southampton,West Brom,Watford,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
