FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Kelechi,Iheanacho,FWD,LEI,6500000,5,16,0.615384615384615,9.46745562130178e-08,2.4615384615384603e-06,0,138793,1,6,0,0,0,0,0,2.5,766,-5,0,16,5,0.2,0,1.5,0,0,0,0,1,0.6,18181,0,0,0,0,336,1986,0,0,35,Man City,Stoke,Bournemouth,West Brom,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.2
Giannelli,Imbula,MID,STK,4500000,0,0,0.0,0.0,0.0,0,8373,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,971,0,0,0,0,0,0,0,0,0,Brighton,Leicester,Southampton,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Ince,MID,HUD,5500000,1,63,2.5,4.54545454545455e-07,1.14545454545455e-05,0,91744,0,34,0,0,0,1,0,11.5,701,-5,0,63,5,0.2,0,1.3,3,0,6,0,1,0.4,32944,0,0,0,0,1999,189,0,0,206,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,2.5,1.5,1.2,2.4,2.3,1.7,1.3,2.1,1.3,3.0,1.2,2.6,105.0
Danny,Ings,FWD,LIV,5400000,0,3,0.115384615384615,2.1367521367521398e-08,5.55555555555556e-07,0,6388,0,0,0,0,0,0,0,0.6,179,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.1,4207,0,0,0,0,28,169,0,0,9,Southampton,West Ham,Newcastle,Man Utd,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.3
Stephen,Ireland,MID,STK,4500000,0,1,0.0384615384615385,8.54700854700855e-09,2.22222222222222e-07,0,1262,1,3,0,0,0,0,0,0.2,303,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,2146,0,0,0,0,90,67,0,0,1,Brighton,Leicester,Southampton,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Alex,Iwobi,MID,ARS,5100000,5,55,3.4,6.66666666666667e-07,1.0784313725490199e-05,0,191342,1,15,0,0,0,2,0,10.8,5795,-4,0,55,4,0.9,0,4.8,1,0,6,0,3,0.8,88669,0,0,0,0,1085,6210,0,0,272,Tottenham,Man City,Brighton,Watford,Leicester,1.7,2.6,2.0,3.4,2.2,3.9,3.6,2.6,4.2,1.7,3.6,2.4,110.9
,Izquierdo,MID,BHA,5900000,8,57,2.1923076923076903,3.7157757496740605e-07,9.66101694915254e-06,0,6877,2,17,0,0,0,3,0,9.7,250,-1,0,57,1,0.5,0,3.0,3,0,3,0,2,0.1,8979,0,0,0,0,1021,873,0,0,175,Stoke,Swansea,Arsenal,Everton,Man City,1.2,1.9,2.1,1.5,1.1,1.9,2.4,1.1,1.6,1.2,1.5,1.1,65.0
Jaroslaw,Jach,DEF,CRY,4500000,0,0,0.0,0.0,0.0,0,109,0,0,0,0,0,0,0,0.0,46,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,262,0,0,0,0,0,28,0,0,0,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jagielka,DEF,EVE,4700000,0,28,1.07692307692308,2.2913256955810103e-07,5.95744680851064e-06,0,345343,1,30,0,0,0,0,0,6.0,2516,-3,0,28,3,0.1,0,0.3,4,0,2,0,0,2.3,106987,0,0,0,1,1264,461,0,0,242,Crystal Palace,Watford,Burnley,Brighton,Stoke,1.2,0.6,0.5,0.9,0.5,0.5,0.7,0.5,0.5,0.5,0.7,0.5,39.0
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0.0,0.0,0.0,0,9348,0,0,0,0,0,0,0,0.0,129,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1413,0,0,0,0,0,124,0,0,0,Man City,Stoke,Bournemouth,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty,James,MID,LEI,4400000,1,20,0.7692307692307689,1.74825174825175e-07,4.54545454545455e-06,0,26215,2,8,0,0,0,0,0,4.5,334,-1,0,20,1,0.5,0,2.0,0,0,4,0,0,0.2,18524,0,0,0,0,721,287,0,0,94,Man City,Stoke,Bournemouth,West Brom,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,18.8
Kyle,Jameson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,99,0,0,0,0,0,0,0,0.0,99,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,687,0,0,0,0,0,687,0,0,0,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4800000,8,38,1.46153846153846,3.0448717948717897e-07,7.91666666666667e-06,0,28331,1,24,0,0,0,3,0,7.9,1312,-2,0,38,2,0.8,0,3.8,3,0,0,0,1,0.4,35619,0,0,0,2,1025,12456,0,0,204,West Ham,Everton,West Brom,Arsenal,Liverpool,1.0,0.8,1.0,0.8,0.9,0.8,1.0,0.8,1.8,0.8,0.8,0.7,58.8
Vincent,Janssen,FWD,TOT,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,8953,0,0,0,0,0,0,0,0.1,14,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,971,0,0,0,0,1,3,0,0,2,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,13430,0,0,0,0,0,0,0,0.0,60,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,734,0,0,0,0,0,2,0,0,0,Tottenham,Man City,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jese,MID,STK,5400000,0,26,1.0,1.85185185185185e-07,4.81481481481482e-06,0,586442,0,14,0,0,0,1,0,4.8,1041,-6,0,26,6,0.0,0,0.0,2,0,1,0,1,1.9,577780,0,0,0,1,482,109,0,0,77,Brighton,Leicester,Southampton,Man City,Everton,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.7
,Jesus,FWD,MCI,9900000,0,77,4.3,4.3434343434343393e-07,7.777777777777781e-06,0,2250330,3,8,0,0,0,8,0,7.8,6311,-6,0,77,6,0.0,1,0.0,11,0,6,0,4,4.6,1833029,0,0,0,2,1007,144,0,0,272,Leicester,Arsenal,Chelsea,Stoke,Brighton,0.0,3.5,3.9,5.2,5.7,4.5,4.9,3.9,5.0,4.4,5.9,5.1,136.5
,Joao Mario,MID,WHU,6500000,5,7,0.269230769230769,4.14201183431953e-08,1.07692307692308e-06,0,3015,0,4,0,0,0,0,0,1.1,1615,0,0,7,0,0.5,0,3.5,0,0,0,0,1,0.2,14267,0,0,0,0,180,4634,0,0,32,Watford,Liverpool,Swansea,Burnley,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.1
,Joel Pereira,GLK,MUN,4000000,0,0,0.0,0.0,0.0,0,160254,0,0,0,0,0,0,0,0.0,5715,0,0,0,0,0.0,0,0.0,0,0,0,0,0,6.3,400560,0,0,0,0,0,512,0,0,0,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Johnson,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,591,0,0,0,0,0,0,0,0.0,43,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,895,0,0,0,0,0,38,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4100000,0,1,0.0384615384615385,9.380863039399629e-09,2.4390243902438996e-07,0,33462,0,6,0,0,0,0,0,0.2,165,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,7146,0,0,0,0,149,212,0,0,23,Brighton,Leicester,Southampton,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Phil,Jones,DEF,MUN,5700000,0,99,5.0,8.7719298245614e-07,1.73684210526316e-05,0,1278041,2,10,0,0,0,0,0,17.4,95807,7,0,99,-7,0.6,0,3.3,16,0,13,0,0,15.9,2023312,1,0,0,2,1703,27456,0,0,473,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,4.9,6.8,5.7,7.1,5.6,6.4,4.6,7.0,4.6,7.5,5.5,7.1,45.2
,Jordan Ayew,FWD,SWA,5400000,2,82,3.2,5.92592592592593e-07,1.51851851851852e-05,0,497829,1,33,0,0,0,5,0,15.2,35780,4,-1,82,-4,0.9,0,5.0,9,0,6,0,2,13.7,1123827,0,0,0,0,2030,135652,1,0,286,Burnley,Brighton,West Ham,Huddersfield,Southampton,3.1,2.9,3.6,2.8,3.5,2.2,2.9,3.7,2.7,2.5,3.2,4.0,118.0
,Joselu,FWD,NEW,5500000,0,61,2.8,5.09090909090909e-07,1.10909090909091e-05,0,158821,2,24,0,0,0,4,0,11.1,5297,0,0,61,0,0.4,1,2.3,5,0,5,0,1,0.6,168662,0,0,0,0,1549,710,0,0,197,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,2.6,2.6,2.0,2.8,2.0,3.2,2.5,2.8,2.3,3.0,2.7,1.9,100.5
Christian,Kabasele,DEF,WAT,4600000,0,58,2.4,5.217391304347829e-07,1.26086956521739e-05,0,153586,4,40,0,0,0,2,0,12.6,17590,1,0,58,-1,0.4,0,1.8,1,0,5,0,0,1.1,202098,1,0,0,1,2039,419,0,0,355,West Ham,Everton,West Brom,Arsenal,Liverpool,0.0,1.9,2.3,1.9,2.0,1.8,2.3,1.9,3.4,1.8,1.9,1.6,71.3
Younes,Kaboul,DEF,WAT,4200000,0,7,0.269230769230769,6.410256410256409e-08,1.66666666666667e-06,0,23040,0,3,0,0,0,0,0,1.7,86,-3,0,7,3,0.0,0,0.0,0,0,1,0,0,0.1,3453,0,0,0,0,151,16,0,0,35,West Ham,Everton,West Brom,Arsenal,Liverpool,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.0
Elias,Kachunga,MID,HUD,5700000,0,44,1.69230769230769,2.96896086369771e-07,7.719298245614039e-06,0,26565,1,23,0,0,0,1,0,7.7,94,-3,0,44,3,0.0,0,0.0,0,0,6,0,1,0.1,13846,0,0,0,0,1253,12,0,0,146,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.0,0.0,0.8,1.3,1.3,0.9,0.8,1.1,0.8,1.7,0.8,1.4,53.8
Sullay,Kaikai,MID,CRY,4300000,0,1,1.0,2.3255813953488398e-07,2.3255813953488398e-07,0,11882,0,0,0,0,0,0,0,0.2,94,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,13248,0,0,0,0,13,12,0,0,5,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Harry,Kane,FWD,TOT,12800000,4,161,6.4,5e-07,1.2578125e-05,0,3369317,4,23,0,0,0,22,0,12.6,52827,3,1,161,-3,0.5,1,6.8,27,0,10,0,1,44.1,3971602,0,0,0,7,2131,55669,-1,0,572,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,9.2,7.6,9.6,7.8,9.0,6.1,7.6,8.6,7.4,8.9,7.4,9.4,315.8
N'Golo,Kante,MID,CHE,4900000,2,71,3.1,6.3265306122449e-07,1.44897959183673e-05,0,1100960,2,18,0,0,0,1,0,14.5,22345,-1,0,71,1,0.5,0,2.3,6,0,13,0,1,11.4,729971,0,0,0,0,2004,7536,0,0,452,West Brom,Man Utd,Man City,Crystal Palace,Burnley,3.4,1.6,1.6,2.9,2.5,2.5,3.3,2.6,3.7,2.7,2.3,2.8,112.2
Loris,Karius,GLK,LIV,4800000,9,32,1.23076923076923,2.56410256410256e-07,6.66666666666667e-06,0,9782,0,7,0,8,0,0,0,6.7,1098,-2,0,32,2,0.9,0,4.5,2,0,3,0,0,0.4,18517,0,0,1,0,630,8679,0,0,136,Southampton,West Ham,Newcastle,Man Utd,Watford,0.7,1.0,0.7,0.6,0.9,1.1,0.6,0.6,0.6,0.9,0.6,1.0,8.7
Orestis,Karnezis,GLK,WAT,4500000,2,14,0.538461538461538,1.1965811965812e-07,3.11111111111111e-06,0,879,0,6,0,9,0,0,0,3.1,181,0,0,14,0,0.8,0,3.5,3,0,1,0,0,0.0,2023,0,0,0,0,301,639,0,0,61,West Ham,Everton,West Brom,Arsenal,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,7.9
Beram,Kayal,MID,BHA,4400000,1,9,0.34615384615384603,7.86713286713287e-08,2.04545454545455e-06,0,5780,0,5,0,0,0,0,0,2.0,127,-1,0,9,1,0.2,0,1.0,0,0,0,0,0,0.1,2823,0,0,0,0,206,105,0,0,27,Stoke,Swansea,Arsenal,Everton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.8
Michael,Keane,DEF,EVE,5300000,-1,41,2.3,4.33962264150943e-07,7.73584905660377e-06,0,553463,2,33,0,0,0,0,0,7.7,2806,-2,0,41,2,0.3,0,1.5,7,0,3,0,1,4.4,150306,0,0,0,0,1479,1749,0,0,307,Crystal Palace,Watford,Burnley,Brighton,Stoke,3.4,2.0,1.8,2.7,1.7,1.9,2.4,1.4,1.9,1.5,2.3,1.8,51.0
Martin,Kelly,DEF,CRY,4200000,1,32,1.23076923076923,2.93040293040293e-07,7.61904761904762e-06,0,50435,1,13,0,0,0,0,0,7.6,16217,-3,0,32,3,0.5,0,2.3,1,0,4,0,0,1.0,88861,0,0,0,0,873,1576,0,0,159,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.0,0.8,0.8,0.6,0.6,0.9,0.6,1.1,0.7,0.7,0.6,0.8,26.3
,Kenedy,MID,NEW,4700000,1,9,0.34615384615384603,7.36497545008183e-08,1.9148936170212797e-06,0,7393,0,1,0,0,0,0,0,1.9,3219,-3,0,9,3,0.5,0,2.3,2,0,1,0,1,0.7,41472,0,0,0,0,127,8831,0,0,24,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.3
Jonjoe,Kenny,DEF,EVE,4400000,0,47,2.8,6.36363636363636e-07,1.06818181818182e-05,0,268036,2,29,0,0,0,0,0,10.7,29539,-1,0,47,1,0.1,0,0.5,2,0,5,0,2,4.0,469757,0,0,0,1,1454,4672,0,0,292,Crystal Palace,Watford,Burnley,Brighton,Stoke,4.2,2.7,2.4,3.6,2.3,2.6,3.2,2.0,2.6,2.1,3.1,2.5,53.2
,Ki Sung-yueng,MID,SWA,4900000,8,33,2.4,4.89795918367347e-07,6.73469387755102e-06,0,1861,1,14,0,0,0,0,0,6.7,185,-1,0,33,1,0.8,0,3.8,3,0,3,0,1,0.0,2805,0,0,0,0,1072,1144,0,0,167,Burnley,Brighton,West Ham,Huddersfield,Southampton,1.9,1.4,2.2,1.7,1.8,1.2,1.7,2.6,1.2,1.7,1.8,2.0,37.1
,Kiko Femenia,DEF,WAT,4300000,0,51,3.4,7.90697674418605e-07,1.18604651162791e-05,0,462726,2,22,0,0,0,0,0,11.9,5250,-2,0,51,2,0.0,0,0.0,9,0,5,0,1,1.3,483760,0,0,0,1,1214,233,0,0,298,West Ham,Everton,West Brom,Arsenal,Liverpool,0.0,3.3,3.8,3.2,3.4,3.2,3.8,3.2,4.8,3.1,3.2,2.9,50.7
Andy,King,MID,SWA,4200000,0,23,0.8846153846153849,2.1062271062271101e-07,5.47619047619048e-06,0,329428,1,12,0,0,0,1,0,5.5,12729,-3,0,23,3,0.0,0,0.0,1,0,0,0,1,3.8,451058,0,0,0,0,533,9883,0,0,83,Burnley,Brighton,West Ham,Huddersfield,Southampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,21.6
Joshua,King,FWD,BOU,7000000,6,60,2.9,4.14285714285714e-07,8.571428571428571e-06,0,328612,2,20,0,0,0,3,0,8.6,1361,-5,0,60,5,0.3,0,2.0,3,0,5,0,3,1.1,94227,0,0,0,0,1566,5547,0,0,201,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,2.4,3.0,2.5,2.7,3.3,2.7,3.2,2.1,2.8,2.8,2.8,2.4,124.3
Stephen,Kingsley,DEF,SWA,4500000,0,0,0.0,0.0,0.0,0,5895,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,221,0,0,0,0,0,2,0,0,0,Burnley,Brighton,West Ham,Huddersfield,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davy,Klaassen,MID,EVE,6900000,0,4,0.153846153846154,2.22965440356745e-08,5.79710144927536e-07,0,82683,0,4,0,0,0,0,0,0.6,166,-6,0,4,6,0.0,0,0.0,0,0,0,0,0,0.3,5590,0,0,0,0,187,55,0,0,10,Crystal Palace,Watford,Burnley,Brighton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4300000,0,62,2.3846153846153797,5.54561717352415e-07,1.4418604651162803e-05,0,228671,0,13,0,0,0,1,0,14.4,20885,-2,1,62,2,0.1,0,0.3,7,0,6,0,0,1.8,286777,0,0,0,2,1172,656,-1,0,303,Southampton,West Ham,Newcastle,Man Utd,Watford,0.0,2.8,2.0,1.5,2.5,2.9,1.3,1.9,1.6,2.6,1.9,2.8,37.9
Anthony,Knockaert,MID,BHA,5500000,2,64,2.8,5.09090909090909e-07,1.16363636363636e-05,0,115442,4,18,0,0,0,2,0,11.6,1135,-5,0,64,5,0.2,0,1.0,5,0,8,0,1,0.5,47108,0,0,0,0,1683,271,0,0,281,Stoke,Swansea,Arsenal,Everton,Man City,1.8,2.8,3.0,2.3,1.4,2.8,3.4,1.7,2.4,1.9,2.3,1.4,112.1
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0.0,0.0,0.0,0,2155,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,139,0,0,0,0,0,4,0,0,0,Leicester,Arsenal,Chelsea,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Kolasinac,DEF,ARS,5900000,1,80,4.2,7.118644067796609e-07,1.35593220338983e-05,0,1128784,1,19,0,0,0,1,0,13.6,12422,-1,0,80,1,0.1,0,0.5,6,0,7,0,4,6.5,817312,0,0,0,1,1476,1624,0,0,355,Tottenham,Man City,Brighton,Watford,Leicester,3.4,4.9,4.0,5.9,3.1,6.0,5.7,3.4,6.3,3.1,5.7,3.5,88.3
Vincent,Kompany,DEF,MCI,5800000,2,26,1.0,1.7241379310344802e-07,4.48275862068966e-06,0,270104,4,5,0,0,0,0,0,4.5,630,-2,0,26,2,0.1,0,0.5,0,0,3,0,0,1.8,76014,0,0,0,0,764,1442,0,0,158,Leicester,Arsenal,Chelsea,Stoke,Brighton,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,31.2
Terence,Kongolo,DEF,HUD,4400000,1,3,0.115384615384615,2.62237762237762e-08,6.81818181818182e-07,0,588,0,5,0,0,0,0,0,0.7,129,-1,0,3,1,0.2,0,0.8,0,0,0,0,0,0.0,1901,0,0,0,0,199,591,0,0,33,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.6
Laurent,Koscielny,DEF,ARS,6000000,7,94,4.5,7.5e-07,1.56666666666667e-05,0,147374,4,25,0,0,0,2,0,15.7,3760,0,0,94,0,0.8,0,4.5,16,0,9,0,0,1.9,174621,0,0,0,3,1865,17155,0,0,497,Tottenham,Man City,Brighton,Watford,Leicester,3.7,5.4,4.5,6.5,3.5,6.5,6.3,3.8,6.8,3.4,6.3,3.9,85.0
Cheikhou,Kouyate,MID,WHU,5000000,2,55,2.6,5.2e-07,1.1e-05,0,60180,2,34,0,0,0,2,0,11.0,1478,0,0,55,0,0.6,0,2.8,2,0,3,0,1,0.4,73338,0,0,0,0,1720,581,0,0,239,Watford,Liverpool,Swansea,Burnley,Man Utd,2.1,1.3,1.9,2.3,2.0,2.2,1.5,2.4,1.3,1.5,1.6,3.1,70.2
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,33320,0,0,0,0,0,0,0,0.0,969,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.9,66328,0,0,0,0,0,972,0,0,0,Stoke,Swansea,Arsenal,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,4800000,0,44,2.4,5e-07,9.16666666666667e-06,0,27075,2,23,0,0,0,0,0,9.2,588,-2,0,44,2,0.5,0,2.5,4,0,3,0,3,0.2,31482,0,0,0,0,1219,41,0,0,200,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.0,2.7,1.4,2.2,1.6,2.0,2.2,1.2,1.7,1.7,1.8,1.3,43.3
Alexandre,Lacazette,FWD,ARS,10200000,0,98,3.9,3.82352941176471e-07,9.607843137254902e-06,0,1726412,1,24,0,0,0,9,0,9.6,59984,-3,1,98,3,0.3,0,3.0,5,0,8,0,4,7.0,1219611,0,0,0,1,1783,2179,-1,0,375,Tottenham,Man City,Brighton,Watford,Leicester,2.7,4.6,3.2,5.0,3.3,5.7,5.1,3.5,5.2,2.4,4.7,3.1,199.2
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,143012,0,1,0,0,0,0,0,0.2,6852,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1.6,207967,0,0,0,0,16,179,0,0,3,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Adam,Lallana,MID,LIV,7300000,0,7,0.269230769230769,3.68809272918862e-08,9.58904109589041e-07,0,40056,1,1,0,0,0,0,0,1.0,359,-2,0,7,2,0.1,0,0.5,0,0,1,0,0,0.3,8449,0,0,0,0,150,78,0,0,25,Southampton,West Ham,Newcastle,Man Utd,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,22.5
Erik,Lamela,MID,TOT,6300000,4,24,0.923076923076923,1.46520146520147e-07,3.80952380952381e-06,0,11860,2,5,0,0,0,0,0,3.8,297,-2,0,24,2,0.3,0,1.8,0,0,2,0,3,0.1,10813,0,0,0,0,300,570,0,0,80,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.2
Manuel,Lanzini,MID,WHU,6700000,0,74,4.1,6.119402985074629e-07,1.1044776119403e-05,0,229746,3,26,0,0,0,3,0,11.0,7911,-3,0,74,3,0.6,1,4.3,8,0,4,0,6,1.3,227980,0,0,0,2,1449,140,0,0,353,Watford,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,4.4,3.2,4.8,2.9,3.2,3.4,5.7,118.4
Aymeric,Laporte,DEF,MCI,5500000,0,6,0.23076923076923103,4.1958041958042e-08,1.0909090909090901e-06,0,19945,0,0,0,0,0,0,0,1.1,16411,0,0,6,0,0.5,0,3.0,0,0,1,0,0,1.7,113435,0,0,0,0,90,18292,0,0,26,Leicester,Arsenal,Chelsea,Stoke,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3
Jamaal,Lascelles,DEF,NEW,4600000,2,80,3.8,8.260869565217391e-07,1.73913043478261e-05,0,712967,3,20,0,0,0,3,0,17.4,15393,1,0,80,-1,0.8,0,3.8,8,0,5,0,0,7.1,973620,0,0,0,2,1847,28881,0,0,348,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,4.4,3.5,4.0,4.5,3.6,4.9,3.4,5.2,3.0,4.5,4.6,4.3,76.3
,Lee Chung-yong,MID,CRY,4300000,0,4,0.153846153846154,3.5778175313058994e-08,9.30232558139535e-07,0,41517,0,2,0,0,0,0,0,0.9,338,-2,0,4,2,0.0,0,0.0,0,0,0,0,0,0.3,42538,0,0,0,0,110,126,0,0,11,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,4260,0,0,0,0,0,0,0,0.0,147,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,9279,0,0,0,0,0,187,0,0,0,Swansea,Southampton,Everton,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4300000,0,17,0.653846153846154,1.52057245080501e-07,3.9534883720930196e-06,0,35103,3,21,0,0,0,0,0,4.0,108,-2,0,17,2,0.0,0,0.0,0,0,1,0,0,0.1,5806,0,0,0,0,1023,33,0,0,173,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,36.3
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,4361,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,770,0,0,0,0,0,38,0,0,0,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
