FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Abel,Hernandez,FWD,HUL,5900000,1,43,2.9,4.91525423728814e-07,7.28813559322034e-06,0,142073,0,13,0,0,0,3,0,7.3,1431,-1,0,43,1,0.2,0,1.0,3,0,3,0,1,0.9,124503,0,0,0,1,922,797,0,0,111,Leicester,Swansea,Everton,West Ham,Middlesbrough,2.5,3.6,1.8,3.3,3.1,2.5,2.2,3.4,2.3,3.7,2.5,3.4
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,20939,1,8,0,0,0,0,0,0.7,156,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.3,5930,0,0,0,0,327,7,0,0,50,Hull City,West Ham,Stoke,Sunderland,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,6300000,0,59,2.7,4.28571428571429e-07,9.36507936507936e-06,0,52007,4,14,0,0,0,0,0,9.4,1150,-2,0,59,2,0.4,0,2.5,6,0,9,0,3,0.8,59797,0,307,0,0,1817,2939,0,1,403,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,2.2,0.0,2.2,2.2,2.4,2.6,1.8,1.9,2.2,1.5,1.4,2.1
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,161,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,201,0,0,0,0,0,5,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,1285,0,0,0,0,0,0,0,0.0,39,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2697,0,0,0,0,0,87,0,0,0,Tottenham,West Brom,Hull City,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2290,0,0,0,0,0,0,0,0.0,57,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2942,0,0,0,0,0,57,0,0,0,Leicester,Swansea,Everton,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,12780,0,0,0,0,0,0,0,0.0,60,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1186,0,0,0,0,0,3,0,0,0,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4200000,0,31,0.3974358974358971,9.462759462759461e-08,7.380952380952381e-06,0,130445,1,12,0,0,0,0,0,7.4,3026,-3,0,31,3,0.1,0,0.5,0,0,5,0,0,2.0,99081,0,0,0,0,1043,6225,0,0,186,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4000000,0,7,0.0897435897435897,2.2435897435897402e-08,1.75e-06,0,68221,1,5,0,0,0,0,0,1.8,308,-5,0,7,5,0.0,0,0.0,0,0,1,0,0,0.6,47181,0,0,0,0,270,231,0,0,61,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Holebas,DEF,WAT,4700000,1,65,2.7,5.744680851063829e-07,1.38297872340426e-05,0,372724,12,41,0,0,0,2,0,13.8,8459,2,0,65,-2,0.4,0,2.0,6,0,4,0,4,3.8,496165,0,96,0,1,2099,1449,0,0,358,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,3.3,0.0,2.7,2.7,3.4,1.8,2.8,2.3,3.7,1.5,1.8,2.7
Mason,Holgate,DEF,EVE,4100000,0,35,0.44871794871794896,1.09443402126329e-07,8.53658536585366e-06,0,358224,2,4,0,0,0,0,0,8.3,17681,-4,1,35,4,0.1,0,0.3,3,0,4,0,1,6.2,564673,0,0,0,0,620,3237,-1,0,163,Tottenham,West Brom,Hull City,Liverpool,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,1,3,0.0384615384615385,8.54700854700855e-09,6.66666666666667e-07,0,157,1,3,0,0,0,0,0,0.7,3,0,0,3,0,0.1,0,0.3,0,0,0,0,0,0.0,205,0,0,0,0,121,3,0,0,23,Man City,Burnley,Watford,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Huddlestone,MID,HUL,4600000,9,56,2.4,5.217391304347829e-07,1.21739130434783e-05,0,12530,3,28,0,0,0,1,0,12.2,701,-4,0,56,4,1.0,0,4.7,5,0,4,0,2,0.4,18676,0,0,0,1,1571,8366,0,0,295,Leicester,Swansea,Everton,West Ham,Middlesbrough,1.6,2.1,1.3,1.6,2.3,1.2,1.3,2.7,1.2,2.8,1.5,2.0
Noor,Husin,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,57,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,65,0,0,0,0,0,3,0,0,0,West Brom,Watford,Chelsea,Southampton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert,Huth,DEF,LEI,4900000,2,46,1.9,3.87755102040816e-07,9.38775510204082e-06,0,68815,7,39,0,0,0,0,0,9.4,531,-1,0,46,1,0.2,0,1.0,0,0,5,0,1,1.1,48492,1,453,0,0,2116,610,0,0,314,Hull City,West Ham,Stoke,Sunderland,Everton,2.1,0.0,1.6,2.1,1.7,1.0,1.4,2.0,1.2,1.7,1.1,2.1
Emerson,Hyndman,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,1303,0,0,0,0,0,0,0,0.0,9,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,660,0,0,0,0,0,2,0,0,0,Man Utd,West Ham,Swansea,Southampton,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,0,29,0.371794871794872,7.587650444793299e-08,5.91836734693878e-06,0,161490,0,20,0,0,0,0,0,5.9,547,-6,0,29,6,0.2,0,1.0,0,0,3,0,0,1.2,25873,0,184,0,0,930,16,0,0,120,Man Utd,West Ham,Swansea,Southampton,Liverpool,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11500000,0,145,6.0,5.217391304347829e-07,1.26086956521739e-05,0,2484979,5,20,0,0,0,15,0,12.6,33603,0,0,145,0,0.5,0,5.5,24,0,10,0,6,36.9,2202025,0,0,0,5,2160,101857,0,0,497,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,8.5,0.0,7.2,8.2,7.6,7.5,7.0,6.9,8.1,7.3,6.4,7.8
Odion,Ighalo,FWD,WAT,6800000,0,39,2.2,3.23529411764706e-07,5.73529411764706e-06,0,333802,1,29,0,0,0,1,0,5.7,762,-7,0,39,7,0.0,0,0.0,2,0,2,0,1,2.5,93962,0,709,0,0,1291,30,0,0,84,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelechi,Iheanacho,FWD,MCI,6000000,0,47,3.1,5.16666666666667e-07,7.83333333333333e-06,0,779867,0,8,0,0,0,4,0,7.8,1623,-10,0,47,10,0.0,0,0.0,6,0,1,0,3,2.4,758058,0,242,0,1,475,3590,0,0,168,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,6.6,0.0,3.8,2.7,2.1,4.1,2.8,3.3,2.7,3.1,4.1,2.8
Giannelli,Imbula,MID,STK,4500000,0,23,0.294871794871795,6.552706552706551e-08,5.11111111111111e-06,0,13777,1,20,0,0,0,0,0,5.1,65,-5,0,23,5,0.0,0,0.0,1,0,2,0,1,0.2,5439,1,194,0,0,790,62,0,0,124,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0.2,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,23264,0,0,0,0,0,0,0,0.0,51,-6,0,0,6,0.0,0,0.0,0,0,0,0,0,0.2,3975,0,81,0,0,0,23,0,0,0,Arsenal,Burnley,Man City,Everton,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gokhan,Inler,MID,LEI,4400000,0,0,0.0,0.0,0.0,0,9850,0,0,0,0,0,0,0,0.0,20,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3776,0,20,0,0,0,1,0,0,0,Hull City,West Ham,Stoke,Sunderland,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen,Ireland,MID,STK,4400000,0,0,0.0,0.0,0.0,0,553,0,0,0,0,0,0,0,0.0,14,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,438,0,18,0,0,0,20,0,0,0,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lloyd,Isgrove,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,201,0,0,0,0,0,0,0,0.0,6,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,260,0,0,0,0,0,19,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branislav,Ivanovic,DEF,CHE,5600000,0,23,1.8,3.2142857142857103e-07,4.10714285714286e-06,0,190549,2,9,0,0,0,0,0,4.1,865,-4,0,23,4,0.0,0,0.0,2,0,1,0,1,2.8,34220,0,414,0,0,589,40,0,0,143,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Iwobi,MID,ARS,5800000,0,83,1.06410256410256,1.83465959328028e-07,1.43103448275862e-05,0,209768,1,17,0,0,0,3,0,14.1,13186,-2,1,83,2,0.4,0,2.5,8,0,9,0,5,2.5,250201,0,150,0,1,1294,4940,-1,0,321,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5
Phil,Jagielka,DEF,EVE,4600000,0,34,0.43589743589743607,9.47603121516165e-08,7.39130434782609e-06,0,262539,3,18,0,0,0,0,0,7.4,1856,-4,0,34,4,0.0,0,0.0,3,0,2,0,1,2.6,264392,0,221,0,0,1261,208,0,1,234,Tottenham,West Brom,Hull City,Liverpool,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Eldin,Jakupovic,GLK,HUL,4100000,2,51,0.653846153846154,1.5947467166979402e-07,1.2439024390243901e-05,0,432453,0,13,0,45,0,0,0,12.4,7087,1,0,51,-1,1.0,0,4.0,4,0,3,0,0,22.9,773027,0,0,1,2,990,13099,0,0,241,Leicester,Swansea,Everton,West Ham,Middlesbrough,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Daniel,James,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,292,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,341,0,0,0,0,0,13,0,0,0,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew,James,MID,LEI,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,214,0,0,0,0,0,0,0,0.2,9,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,209,0,0,0,0,1,4,0,0,3,Hull City,West Ham,Stoke,Sunderland,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4500000,0,25,0.32051282051282104,7.122507122507121e-08,5.55555555555556e-06,0,15379,1,15,0,0,0,1,0,5.6,493,-5,0,25,5,0.2,0,0.7,0,0,0,0,1,0.1,16923,0,0,0,0,792,70,0,0,123,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Vincent,Janssen,FWD,TOT,7500000,0,37,2.1,2.8e-07,4.93333333333333e-06,0,110858,0,7,0,0,0,1,0,4.9,272,-5,0,37,5,0.1,0,0.7,3,0,1,0,2,0.8,59450,0,0,0,0,630,66,0,0,73,Everton,Southampton,Burnley,Swansea,Watford,1.9,0.0,2.3,1.0,1.5,2.2,2.3,1.3,1.9,1.3,1.7,1.4
Adnan,Januzaj,MID,SUN,5300000,2,37,2.1,3.9622641509434e-07,6.9811320754716995e-06,0,54975,3,33,0,0,0,0,0,7.0,417,-2,0,37,2,0.8,0,4.0,0,0,2,0,3,0.5,36711,0,33,0,0,1289,276,0,1,122,Man City,Burnley,Watford,Leicester,Man Utd,1.3,0.0,2.4,1.5,1.3,1.5,1.2,1.0,1.7,1.5,1.7,1.0
Mile,Jedinak,MID,CRY,4500000,0,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,25786,0,1,0,0,0,0,0,0.4,35,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.2,1310,0,118,0,0,90,17,0,0,8,West Brom,Watford,Chelsea,Southampton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4800000,0,2,0.0256410256410256,5.34188034188034e-09,4.1666666666666704e-07,0,9889,0,1,0,0,0,0,0,0.4,26,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,9649,0,178,0,0,82,2,0,0,12,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jesus,FWD,MCI,8900000,0,26,0.33333333333333304,3.74531835205992e-08,2.9213483146067403e-06,0,405008,1,1,0,0,0,3,0,2.9,67302,-1,2,26,1,0.8,0,7.0,6,0,1,0,1,1.0,440519,0,0,0,2,203,1325,-2,0,93,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Glen,Johnson,DEF,STK,4700000,0,38,2.5,5.31914893617021e-07,8.08510638297872e-06,0,18119,1,21,0,0,0,0,0,8.1,283,-3,0,38,3,0.1,0,0.3,3,0,4,0,0,0.2,13602,0,324,0,0,1237,209,0,0,257,Middlesbrough,Man City,Chelsea,Leicester,Burnley,4.5,0.0,2.6,1.3,1.4,3.4,3.0,2.0,3.2,2.2,3.1,2.1
,Jonathan Benteke,FWD,CRY,4300000,0,1,0.0128205128205128,2.98151460942159e-09,2.3255813953488398e-07,0,22540,0,0,0,0,0,0,0,0.2,1516,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.4,33281,0,0,0,0,7,1652,0,0,3,West Brom,Watford,Chelsea,Southampton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy,Jones,DEF,SUN,4400000,1,29,1.8,4.09090909090909e-07,6.5909090909090896e-06,0,2171,4,29,0,0,0,0,0,6.6,241,-1,0,29,1,0.5,0,2.3,3,0,3,0,0,0.1,2535,0,211,0,0,1283,44,0,0,224,Man City,Burnley,Watford,Leicester,Man Utd,1.4,0.0,1.8,0.9,0.9,1.1,2.0,1.5,1.9,1.2,1.5,1.0
David,Jones,MID,BUR,5000000,0,1,1.0,2e-07,2e-07,0,2994,1,1,0,0,0,0,0,0.2,3,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,173,0,0,0,0,86,4,0,0,8,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jones,DEF,MUN,4700000,0,39,0.5,1.0638297872340401e-07,8.297872340425529e-06,0,191542,0,8,0,0,0,0,0,8.1,8907,-3,1,39,3,0.0,0,0.0,4,0,3,0,0,1.4,228189,0,64,0,0,1044,254,-1,0,248,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Joselu,FWD,STK,5300000,0,0,0.0,0.0,0.0,0,6684,0,0,0,0,0,0,0,0.0,16,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,668,0,246,0,0,0,9,0,0,0,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Josh Robson,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,3469,0,0,0,0,0,0,0,0.0,44,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4921,0,0,0,0,0,20,0,0,0,Man City,Burnley,Watford,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukas,Jutkiewicz,FWD,BUR,4300000,0,2,1.0,2.3255813953488398e-07,4.65116279069767e-07,0,28534,0,0,0,0,0,0,0,0.5,352,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.6,13438,0,0,0,0,13,227,0,0,5,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Kabasele,DEF,WAT,4800000,0,29,0.371794871794872,7.745726495726499e-08,6.04166666666667e-06,0,2932,1,12,0,0,0,2,0,6.0,39,-2,0,29,2,0.0,0,0.0,1,0,1,0,0,0.1,1321,0,0,0,0,558,7,0,0,104,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Younes,Kaboul,DEF,WAT,4400000,2,54,2.7,6.13636363636364e-07,1.2272727272727302e-05,0,39393,2,31,0,0,0,2,0,12.3,1881,-1,0,54,1,0.4,0,1.7,1,0,4,0,0,1.2,57531,0,231,0,0,1689,2117,0,0,307,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,3.3,0.0,2.7,2.7,3.4,1.8,2.8,2.3,3.7,1.5,1.8,2.7
Sullay,Kaikai,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,2258,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,184,0,9,0,0,0,3,0,0,0,West Brom,Watford,Chelsea,Southampton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Kane,FWD,TOT,11300000,20,139,6.6,5.84070796460177e-07,1.2300884955752198e-05,0,1484527,1,14,0,0,0,17,0,12.3,121644,3,-1,139,-3,0.8,1,9.0,20,0,11,0,4,18.5,1562551,0,1053,0,5,1798,46969,1,0,570,Everton,Southampton,Burnley,Swansea,Watford,0.0,0.0,9.9,6.2,7.3,9.9,9.9,6.6,9.6,7.2,9.1,6.8
N'Golo,Kante,MID,CHE,4700000,2,62,2.5,5.31914893617021e-07,1.31914893617021e-05,0,745030,6,19,0,0,0,1,0,13.2,5539,-3,0,62,3,0.5,0,2.3,1,0,12,0,0,11.8,258070,0,501,0,0,2238,5590,0,0,384,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,1.2,0.0,1.5,2.0,1.7,1.4,1.7,2.2,1.4,2.4,1.3,2.9
Bartosz,Kapustka,MID,LEI,5000000,0,0,0.0,0.0,0.0,0,5754,0,0,0,0,0,0,0,0.0,7,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.1,520,0,0,0,0,0,8,0,0,0,Hull City,West Ham,Stoke,Sunderland,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loris,Karius,GLK,LIV,4400000,0,32,0.41025641025640996,9.324009324009321e-08,7.272727272727271e-06,0,77549,0,12,0,20,0,0,0,7.3,550,-6,0,32,6,0.0,0,0.0,0,0,3,0,0,0.7,78697,0,0,0,0,900,62,0,0,153,Arsenal,Burnley,Man City,Everton,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michael,Keane,DEF,BUR,5000000,8,81,3.1,6.2e-07,1.62e-05,0,93680,2,37,0,0,0,2,0,16.2,2116,0,0,81,0,0.7,0,3.7,5,0,6,0,1,3.0,158047,0,0,0,2,2340,5908,0,0,442,Swansea,Liverpool,Sunderland,Tottenham,Stoke,2.2,2.7,1.7,4.2,4.3,2.0,1.8,3.0,2.7,4.3,2.5,4.5
Will,Keane,FWD,HUL,4400000,0,8,0.102564102564103,2.3310023310023302e-08,1.81818181818182e-06,0,38314,0,10,0,0,0,0,0,1.8,278,-1,0,8,1,0.0,0,0.0,0,0,1,0,0,0.2,40580,0,0,0,0,280,164,0,0,9,Leicester,Swansea,Everton,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Martin,Kelly,DEF,CRY,4200000,0,25,0.32051282051282104,7.63125763125763e-08,5.95238095238095e-06,0,44141,3,30,0,0,0,0,0,6.0,793,-3,0,25,3,0.0,0,0.0,0,0,0,0,2,0.5,45036,0,96,0,0,1298,245,0,0,185,West Brom,Watford,Chelsea,Southampton,Arsenal,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Kenedy,MID,CHE,5100000,0,1,0.0128205128205128,2.5138260432378103e-09,1.9607843137254898e-07,0,2191,0,0,0,0,0,0,0,0.2,10,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.0,1230,0,86,0,0,16,5,0,0,2,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjoe,Kenny,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,649,0,0,0,0,0,0,0,0.0,39,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1337,0,0,0,0,0,60,0,0,0,Tottenham,West Brom,Hull City,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wahbi,Khazri,MID,SUN,6000000,1,15,0.19230769230769199,3.2051282051282e-08,2.5e-06,0,11615,3,15,0,0,0,0,0,2.5,27,-5,0,15,5,0.1,0,0.3,0,0,1,0,0,0.1,962,0,172,0,0,478,10,0,0,44,Man City,Burnley,Watford,Leicester,Man Utd,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Ki Sung-yueng,MID,SWA,5000000,0,22,0.282051282051282,5.64102564102564e-08,4.4e-06,0,4731,2,22,0,0,0,0,0,4.4,29,-5,0,22,5,0.0,0,0.0,0,0,1,0,0,0.0,1313,0,241,0,0,835,12,0,0,143,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Michael,Kightly,MID,BUR,4200000,0,6,1.2,2.85714285714286e-07,1.4285714285714301e-06,0,29974,0,1,0,0,0,0,0,1.4,764,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.6,29008,0,0,0,0,104,78,0,0,20,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy,King,MID,LEI,4700000,0,32,0.41025641025640996,8.72885979268958e-08,6.80851063829787e-06,0,17264,2,18,0,0,0,1,0,6.8,155,-3,0,32,3,0.1,0,0.3,1,0,1,0,0,0.2,9265,0,174,0,0,1093,107,0,0,162,Hull City,West Ham,Stoke,Sunderland,Everton,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Joshua,King,MID,BOU,5400000,7,89,3.6,6.66666666666667e-07,1.64814814814815e-05,0,76305,1,39,0,0,0,7,0,16.5,4478,-1,-1,89,1,1.4,0,7.3,3,0,5,0,1,2.4,146900,0,321,0,1,1755,37738,1,0,264,Man Utd,West Ham,Swansea,Southampton,Liverpool,3.0,3.0,3.8,2.6,1.8,3.1,1.9,4.2,3.7,3.9,4.9,3.1
Stephen,Kingsley,DEF,SWA,3900000,0,19,0.24358974358974397,6.24589086127548e-08,4.87179487179487e-06,0,456926,0,17,0,0,0,0,0,4.9,8031,-1,0,19,1,0.0,0,0.0,2,0,2,0,0,9.5,615925,0,75,0,1,765,8707,0,0,137,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jan,Kirchhoff,MID,SUN,4300000,0,12,0.153846153846154,3.5778175313058994e-08,2.7906976744186e-06,0,3521,1,11,0,0,0,0,0,2.8,12,-2,0,12,2,0.0,0,0.0,0,0,0,0,1,0.0,1523,0,118,0,0,433,11,0,0,61,Man City,Burnley,Watford,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ragnar,Klavan,DEF,LIV,4500000,0,32,2.5,5.55555555555556e-07,7.11111111111111e-06,0,79592,2,13,0,0,0,0,0,7.0,2269,-5,1,32,5,0.1,0,0.3,3,0,3,0,0,0.7,61045,0,0,0,0,955,139,-1,0,212,Arsenal,Burnley,Man City,Everton,Bournemouth,3.1,2.9,1.8,2.6,3.1,2.0,2.0,2.8,1.5,3.0,2.5,2.6
Aleksandar,Kolarov,DEF,MCI,5800000,0,68,3.0,5.17241379310345e-07,1.17241379310345e-05,0,191544,6,23,0,0,0,1,0,11.7,4246,-2,0,68,2,0.7,0,4.0,3,0,6,0,1,3.3,104478,1,429,0,1,1995,13122,0,0,409,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,5.9,0.0,4.1,3.4,2.6,3.6,3.0,3.7,2.7,3.4,2.9,2.4
