FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Ryan,Bertrand,DEF,SOU,5400000,6,67,4.5,8.33333333333333e-07,1.2407407407407401e-05,0,66906,2,17,0,0,0,1,0,12.4,1234,-1,0,67,1,0.9,0,5.0,6,0,7,0,2,1.4,85950,0,415,0,1,1337,7889,0,0,293,West Ham,Sunderland,Watford,Man Utd,Tottenham,6.6,3.6,0.0,4.2,4.8,4.0,6.7,6.2,4.7,5.9,4.2,6.5,5.1,4.4,6.3
Muhamed,Besic,MID,EVE,4300000,0,0,0.0,0.0,0.0,0,1216,0,0,0,0,0,0,0,0.0,15,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,492,0,75,0,0,0,25,0,0,0,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daley,Blind,DEF,MUN,5200000,8,72,4.8,9.23076923076923e-07,1.38461538461538e-05,0,397302,2,13,0,0,0,1,0,13.8,3764,-3,0,72,3,0.6,0,3.3,12,0,6,0,2,5.1,439766,0,477,0,1,1260,10529,0,0,371,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,4.3,6.0,0.0,6.8,5.9,5.5,6.7,6.1,4.7,6.0,4.3,5.8,6.4,5.2,6.2
Hiram,Boateng,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,632,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,517,0,0,0,0,0,1,0,0,0,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,30,3.3,6e-07,5.45454545454545e-06,0,107286,1,12,0,0,0,3,0,5.5,716,-5,0,30,5,0.0,1,0.0,4,0,0,0,0,0.8,46403,0,360,0,0,475,12,0,0,93,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yannick,Bolasie,MID,EVE,5700000,0,45,0.652173913043478,1.1441647597254e-07,7.89473684210526e-06,0,416016,3,14,0,0,0,1,0,7.9,566,-3,0,45,3,0.0,0,0.0,3,0,3,0,4,1.8,292475,0,469,0,0,1048,47,0,0,172,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3
Wilfried,Bony,FWD,STK,6900000,0,29,0.42028985507246397,6.09115731989078e-08,4.20289855072464e-06,0,129694,1,12,0,0,0,2,0,4.2,230,-6,0,29,6,0.0,0,0.0,3,0,3,0,0,0.6,112916,0,249,0,1,684,52,0,0,92,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fabio,Borini,FWD,SUN,5100000,2,22,2.2,4.313725490196079e-07,4.31372549019608e-06,0,79462,2,15,0,0,0,1,0,4.3,1257,-4,0,22,4,0.3,0,1.7,1,0,3,0,0,0.6,24380,0,280,0,0,767,537,0,0,94,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,1.6,2.5,1.1,2.2,1.3,2.8,1.4,1.5,1.9,2.2,1.4,2.4,1.9,2.5,1.1
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,3001,0,0,0,0,0,0,0,0.0,3,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,104,0,123,0,0,0,2,0,0,0,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4600000,1,64,3.0,6.52173913043478e-07,1.39130434782609e-05,0,210986,2,38,0,59,0,0,0,13.9,8870,1,0,64,-1,0.2,0,1.0,2,0,5,0,0,6.1,237711,0,281,1,2,1890,332,0,0,366,Everton,Man City,West Brom,Man Utd,West Ham,2.2,3.3,2.6,2.0,4.1,3.2,2.9,3.1,3.4,2.2,3.2,1.9,3.6,3.8,1.7
Sofiane,Boufal,MID,SOU,6700000,1,25,0.36231884057971003,5.4077438892494e-08,3.73134328358209e-06,0,12134,3,11,0,0,0,1,0,3.7,52,-3,0,25,3,0.0,0,0.3,1,0,3,0,0,0.1,12742,0,0,0,0,659,200,0,0,110,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.072463768115942,1.61030595813205e-08,1.11111111111111e-06,0,4623,0,1,0,0,0,0,0,1.1,60,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.1,5339,0,0,0,0,65,78,0,0,15,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Boyd,MID,BUR,5100000,3,52,2.4,4.7058823529411793e-07,1.0196078431372501e-05,0,10634,2,27,0,0,0,1,0,10.2,249,-4,0,52,4,0.7,0,3.7,0,0,5,0,1,0.1,5755,0,0,0,0,1707,381,0,0,234,Watford,Chelsea,Hull City,Swansea,Liverpool,1.3,1.9,1.5,1.2,1.2,1.4,2.1,2.2,1.2,1.2,2.3,1.2,2.2,1.2,1.8
Robbie,Brady,MID,BUR,5500000,0,0,0.0,0.0,0.0,0,62,0,0,0,0,0,0,0,0.0,62,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2274,0,0,0,0,0,2274,0,0,0,Watford,Chelsea,Hull City,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3094,0,0,0,0,0,0,0,0.0,97,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2580,0,27,0,0,0,18,0,0,0,Hull City,Tottenham,Leicester,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5100000,0,59,3.1,6.078431372549021e-07,1.15686274509804e-05,0,105268,0,25,0,31,0,0,0,11.6,2786,-4,0,59,4,0.1,0,0.3,3,0,4,0,0,1.5,119429,0,0,1,1,1710,1275,0,0,309,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,3.1,3.1,0.0,2.3,3.6,4.1,3.7,2.7,3.7,3.3,3.8,2.8,3.5,3.1,2.7
Miguel,Britos,DEF,WAT,4300000,2,42,2.2,5.11627906976744e-07,9.76744186046512e-06,0,29921,6,27,0,0,0,0,0,9.8,1445,-2,0,42,2,1.0,0,4.3,4,0,4,0,1,0.7,51509,0,205,0,1,1703,3236,0,1,271,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.0,1.2,2.6,2.7,1.5,2.0,2.0,2.4,1.4,1.9,1.7,2.6,1.1,1.4,2.0
Leon,Britton,MID,SWA,4400000,0,20,0.289855072463768,6.58761528326746e-08,4.54545454545455e-06,0,3709,2,22,0,0,0,0,0,4.5,49,-1,0,20,1,0.0,0,0.0,0,0,2,0,0,0.1,1770,0,166,0,0,802,7,0,0,133,Man City,Leicester,Chelsea,Burnley,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,74,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,100,0,0,0,0,0,1,0,0,0,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,79229,0,0,0,0,0,0,0,0.0,6827,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.9,134269,0,22,0,0,0,326,0,0,0,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,6485,0,0,0,0,0,0,0,0.0,155,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4488,0,0,0,0,0,26,0,0,0,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,5100000,2,64,0.927536231884058,1.8186984938903102e-07,1.25490196078431e-05,0,45746,3,18,0,0,0,3,0,12.8,2801,1,-1,64,-1,1.0,0,5.0,7,0,2,0,3,3.6,187901,0,230,0,2,1272,18712,1,0,265,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.6,0.5,0.7,0.5,0.5,0.7,0.5,0.5,0.8,0.7,0.5,0.5,0.5,0.5,0.5
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2554,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2420,0,0,0,0,0,4,0,0,0,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,4600000,0,0,0.0,0.0,0.0,0,143934,0,0,0,0,0,0,0,0.0,548,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.9,3541,0,341,0,0,0,26,0,0,0,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4200000,0,9,0.130434782608696,3.1055900621117996e-08,2.1428571428571398e-06,0,30997,3,11,0,0,0,0,0,2.1,171,-3,0,9,3,0.2,0,0.7,0,0,1,0,0,0.3,13059,0,39,0,0,489,424,0,0,78,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,6,12,0.17391304347826098,3.70027752081406e-08,2.5531914893617e-06,0,27031,0,3,0,6,0,0,0,2.6,128,-3,0,12,3,0.4,0,2.0,0,0,1,0,0,0.4,22443,0,45,0,0,360,1832,0,0,63,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yohan,Cabaye,MID,CRY,5600000,3,44,2.2,3.9285714285714297e-07,7.857142857142861e-06,0,130839,5,34,0,0,0,2,0,7.9,1063,-4,0,44,4,0.5,1,2.7,4,0,2,0,0,1.2,27070,0,397,0,1,1396,560,0,0,241,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,2.4,1.5,1.6,1.3,1.4,2.0,1.1,1.3,1.1,2.2,1.1,2.4,1.2,2.2,1.6
Gary,Cahill,DEF,CHE,6500000,2,119,5.2,8e-07,1.83076923076923e-05,0,191606,2,16,0,0,0,3,0,18.3,5390,5,0,119,-5,1.2,0,7.7,12,0,13,0,0,13.8,480855,1,283,0,2,2063,16319,0,0,506,Arsenal,Burnley,Swansea,West Ham,Watford,7.3,4.5,6.8,6.3,7.0,6.4,7.1,6.9,6.1,4.9,7.8,5.5,6.8,6.1,7.0
Jonathan,Calleri,FWD,WHU,6600000,0,11,0.159420289855072,2.4154589371980698e-08,1.66666666666667e-06,0,2932,0,2,0,0,0,1,0,1.7,40,-4,0,11,4,0.3,0,1.7,0,0,0,0,0,0.0,2737,0,0,0,0,159,32,0,0,27,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6200000,1,63,3.1,5e-07,1.01612903225806e-05,0,394789,0,25,0,0,0,6,0,10.2,31383,-3,0,63,3,0.2,0,1.3,2,0,6,0,1,1.9,353897,0,165,0,0,1361,234,0,0,170,Everton,Man City,West Brom,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,4.0,2.5,2.7,2.8,2.0,3.3,2.8,3.4,4.3,2.7
Dominic,Calvert-Lewin,FWD,EVE,4500000,0,4,0.0579710144927536,1.2882447665056398e-08,8.888888888888891e-07,0,1598,0,1,0,0,0,0,0,0.9,49,0,0,4,0,0.0,0,0.0,0,0,0,0,0,0.0,1884,0,0,0,0,58,17,0,0,5,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff,Cameron,DEF,STK,4200000,0,20,0.289855072463768,6.90131124913734e-08,4.76190476190476e-06,0,22989,0,11,0,0,0,0,0,4.8,151,-3,0,20,3,0.0,0,0.0,2,0,2,0,0,0.2,14543,0,293,0,0,630,11,0,0,126,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Fraizer,Campbell,FWD,CRY,4400000,0,12,0.17391304347826098,3.95256916996047e-08,2.7272727272727298e-06,0,64101,0,3,0,0,0,1,0,2.7,2477,-1,0,12,1,0.0,0,0.0,0,0,0,0,0,1.1,75371,0,12,0,0,120,1181,0,0,47,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,4983,0,0,0,0,0,0,0,0.0,9,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,417,0,175,0,0,0,7,0,0,0,Chelsea,Hull City,Liverpool,Leicester,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4800000,2,52,0.753623188405797,1.57004830917874e-07,1.0833333333333301e-05,0,153244,3,15,0,0,0,3,0,10.8,4521,-2,0,52,2,0.6,0,2.7,4,0,4,0,1,1.7,147212,0,399,0,0,1121,1815,0,0,225,Hull City,Tottenham,Leicester,Arsenal,Burnley,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4600000,5,93,4.0,8.695652173913041e-07,2.02173913043478e-05,0,1262733,2,38,0,0,0,5,0,20.2,21876,1,0,93,-1,0.7,0,3.3,14,0,4,0,2,28.6,2148963,0,347,0,3,2017,28976,0,0,384,Burnley,Man Utd,West Ham,Southampton,Chelsea,5.8,3.7,3.5,4.6,2.6,3.7,5.8,4.2,2.4,4.2,4.5,3.2,3.8,3.3,3.6
Michael,Carrick,MID,MUN,4300000,1,22,0.318840579710145,7.41489720256151e-08,5.11627906976744e-06,0,94175,0,6,0,0,0,0,0,5.1,4045,-2,0,22,2,0.2,0,0.7,0,0,3,0,0,1.9,115029,0,275,0,0,823,1260,0,0,150,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,WHU,6300000,1,42,3.8,6.03174603174603e-07,6.66666666666667e-06,0,361011,2,13,0,0,0,5,0,6.7,10998,-2,0,42,2,1.0,0,6.3,5,0,3,0,0,4.6,262012,0,381,0,1,744,32374,0,0,169,Southampton,West Brom,Watford,Chelsea,Bournemouth,3.7,4.6,3.7,3.6,3.6,5.4,4.6,3.7,5.0,4.1,4.2,3.8,4.6,4.8,3.2
Tom,Carroll,MID,SWA,4200000,2,8,0.11594202898550698,2.7605244996549304e-08,1.9047619047619e-06,0,11639,0,3,0,0,0,0,0,1.9,1341,-3,0,8,3,0.5,0,2.3,0,0,0,0,1,0.8,37543,0,93,0,0,181,7368,0,0,34,Man City,Leicester,Chelsea,Burnley,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1800,0,0,0,0,0,0,0,0.0,30,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,778,0,0,0,0,0,23,0,0,0,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,2,8,0.11594202898550698,2.6963262554769098e-08,1.86046511627907e-06,0,18450,2,12,0,0,0,0,0,1.9,63,-2,0,8,2,0.2,0,1.0,0,0,0,0,0,0.2,4002,0,335,0,0,591,82,0,0,68,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Cattermole,MID,SUN,4200000,0,3,0.0434782608695652,1.0351966873706e-08,7.142857142857141e-07,0,5966,1,3,0,0,0,0,0,0.7,53,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.1,2068,0,246,0,0,175,62,0,0,17,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,0.550724637681159,7.86749482401656e-08,5.4285714285714306e-06,0,370896,2,5,0,0,0,2,0,5.4,250,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.5,329959,0,259,0,0,618,18,0,0,159,Chelsea,Hull City,Liverpool,Leicester,West Brom,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Petr,Cech,GLK,ARS,5400000,2,78,3.4,6.2962962962963e-07,1.44444444444444e-05,0,414912,2,25,0,67,0,0,0,14.4,19694,-1,0,78,1,0.8,0,4.3,0,0,7,0,0,14.6,284742,1,409,0,0,2070,1318,0,0,401,Chelsea,Hull City,Liverpool,Leicester,West Brom,3.2,4.1,0.0,4.1,3.5,3.6,3.6,4.6,4.1,3.3,3.7,3.0,2.8,3.8,3.8
,Cedric,DEF,SOU,4800000,1,56,3.5,7.29166666666667e-07,1.1666666666666698e-05,0,132121,1,17,0,0,0,0,0,11.7,2749,-2,0,56,2,1.0,0,5.0,10,0,5,0,1,1.8,151513,0,320,0,1,1277,5414,0,0,313,West Ham,Sunderland,Watford,Man Utd,Tottenham,5.1,2.4,0.0,2.8,3.3,2.7,4.8,4.4,3.2,4.2,2.8,4.7,3.7,3.0,4.5
Nacer,Chadli,MID,WBA,6000000,1,71,1.02898550724638,1.7149758454106299e-07,1.18333333333333e-05,0,275196,1,17,0,0,0,4,0,11.8,2569,-5,0,71,5,0.5,0,3.0,8,0,4,0,3,1.3,294931,0,173,0,2,1172,894,0,0,218,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.144927536231884,3.22061191626409e-08,2.22222222222222e-06,0,852,1,0,0,0,0,0,0,2.2,14,0,0,10,0,0.0,0,0.0,0,0,0,0,1,0.0,960,0,0,0,0,79,6,0,0,35,Arsenal,Burnley,Swansea,West Ham,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,3,55,0.7971014492753621,1.3743128435782097e-07,9.48275862068966e-06,0,149517,0,10,0,0,0,2,0,9.5,1787,-2,0,55,2,0.2,0,1.3,2,0,2,0,4,1.2,115582,0,186,0,1,883,213,0,0,245,Chelsea,Hull City,Liverpool,Leicester,West Brom,0.0,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4400000,0,57,3.4,7.72727272727273e-07,1.29545454545455e-05,0,202190,4,22,0,0,0,1,0,12.7,17328,-1,1,57,1,0.9,0,4.0,5,0,5,0,1,4.7,246977,0,70,0,0,1530,1135,-1,0,343,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,0.0,0.0,4.0,3.7,3.8,2.9,3.4,3.6,4.3,4.5,3.5,3.7,3.1,4.8,4.0
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4543,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,137,0,85,0,0,0,5,0,0,0,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,0,8,0.11594202898550698,2.6963262554769098e-08,1.86046511627907e-06,0,7806,0,5,0,0,0,0,0,1.9,249,-2,0,8,2,0.1,0,0.3,0,0,1,0,0,0.2,3928,0,0,0,0,270,49,0,0,46,Man Utd,Swansea,Liverpool,Hull City,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3110,0,0,0,0,0,0,0,0.0,62,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2859,0,2,0,0,0,12,0,0,0,Hull City,Tottenham,Leicester,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7300000,6,78,3.7,5.06849315068493e-07,1.0684931506849301e-05,0,755730,5,37,0,0,0,9,0,10.7,6400,-2,0,78,2,0.5,2,3.3,7,0,2,0,1,6.2,887342,0,315,0,1,1814,54215,0,0,233,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,5.0,4.0,3.8,3.8,4.1,4.1,2.9,3.9,3.7,4.9,4.2,5.0,4.2,5.0,3.8
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,4816,0,0,0,0,0,0,0,0.0,197,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6697,0,0,0,0,0,9,0,0,0,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,2,24,0.34782608695652195,7.56143667296786e-08,5.21739130434783e-06,0,4185,3,13,0,0,0,0,0,5.2,37,-4,0,24,4,0.2,0,1.0,0,0,1,0,1,0.1,2295,0,183,0,0,844,28,0,0,113,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Clayton,MID,MID,4300000,2,40,2.0,4.65116279069767e-07,9.30232558139535e-06,0,43464,5,19,0,0,0,0,0,9.3,2020,-2,0,40,2,0.3,0,1.3,0,0,6,0,1,1.0,62660,0,0,0,0,1544,1572,0,0,251,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,1.0,1.5,1.3,1.1,2.2,1.4,1.3,1.6,2.2,1.0,1.0,1.1,1.0,1.5,1.0
Tom,Cleverley,MID,WAT,5100000,4,23,0.33333333333333304,6.5359477124183e-08,4.50980392156863e-06,0,8634,2,12,0,0,0,0,0,4.5,138,-4,0,23,4,0.6,0,3.3,0,0,0,0,2,0.2,4057,0,241,0,0,601,1296,0,0,100,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Gael,Clichy,DEF,MCI,5200000,0,43,3.3,6.346153846153849e-07,8.26923076923077e-06,0,53371,0,15,0,0,0,1,0,8.3,1219,-3,0,43,3,0.1,0,0.3,4,0,3,0,0,1.2,28010,0,166,0,1,1084,664,0,0,252,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,3.4,3.4,0.0,2.5,3.9,4.4,4.1,3.0,4.0,3.6,4.1,3.1,3.8,3.4,3.0
Sam,Clucas,MID,HUL,4700000,2,44,1.9,4.0425531914893603e-07,9.36170212765957e-06,0,3940,6,44,0,0,0,0,0,9.4,69,-3,0,44,3,0.4,0,2.0,0,0,2,0,1,0.1,2363,0,0,0,0,1959,121,0,0,303,Liverpool,Arsenal,Burnley,Leicester,Swansea,1.0,1.0,2.1,1.1,1.3,1.0,1.0,1.5,1.0,1.0,1.8,1.0,2.1,1.1,1.2
Nathaniel,Clyne,DEF,LIV,5800000,2,75,3.4,5.862068965517239e-07,1.29310344827586e-05,0,449272,0,27,0,0,0,0,0,12.9,7785,3,0,75,-3,0.2,0,1.0,9,0,6,0,2,9.5,400071,0,387,0,1,1980,5707,0,0,434,Hull City,Tottenham,Leicester,Arsenal,Burnley,3.4,4.3,2.2,4.6,4.4,3.2,4.0,4.5,3.5,3.3,4.0,3.0,4.9,4.0,3.8
Seamus,Coleman,DEF,EVE,5700000,5,97,4.8,8.42105263157895e-07,1.70175438596491e-05,0,222587,3,22,0,0,0,4,0,17.3,2745,2,-1,97,-2,1.9,0,10.7,11,0,6,0,2,11.5,560944,0,327,0,3,1776,131321,1,0,390,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,7.1,5.0,6.4,4.7,7.0,6.9,5.7,4.3,6.1,7.1,5.7,6.4,5.3,6.3,5.9
James,Collins,DEF,WHU,4200000,0,30,0.43478260869565205,1.0351966873706e-07,7.142857142857139e-06,0,348547,1,16,0,0,0,1,0,7.1,2975,-3,0,30,3,0.5,0,2.3,3,0,2,0,0,3.9,339037,0,217,0,1,824,959,0,0,177,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
