FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Jeff,Hendrick,MID,BUR,5300000,0,46,2.3,4.33962264150943e-07,8.679245283018871e-06,0,5541,5,29,0,0,0,2,0,8.7,259,-2,0,46,2,0.1,0,0.3,1,0,5,0,0,0.0,6484,0,0,0,0,1616,13,0,1,154,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.0,1.2,1.2,1.4,2.1,2.2,1.2,1.2,2.0,1.2,2.1,1.2,1.6
Wayne,Hennessey,GLK,CRY,4300000,2,40,2.5,5.81395348837209e-07,9.30232558139535e-06,0,133083,1,29,0,48,0,0,0,9.3,1759,-2,0,40,2,0.8,0,3.3,1,0,2,0,0,2.4,58318,0,266,0,0,1440,1461,0,0,261,Middlesbrough,West Brom,Watford,Chelsea,Southampton,2.2,2.4,0.0,2.2,2.1,2.4,2.8,2.1,2.7,2.6,2.2,2.7,1.8
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,3981,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,660,0,0,0,0,0,12,0,0,0,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markus,Henriksen,MID,HUL,4900000,0,16,0.21333333333333301,4.3537414965986404e-08,3.26530612244898e-06,0,970,1,12,0,0,0,0,0,3.3,11,-6,0,16,6,0.0,0,0.0,0,0,0,0,0,0.0,957,0,0,0,0,572,4,0,0,64,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,0,42,3.0,5.084745762711859e-07,7.11864406779661e-06,0,140631,0,13,0,0,0,3,0,7.1,2452,-1,0,42,1,0.2,0,1.0,3,0,3,0,1,0.9,123622,0,0,0,1,913,2341,0,0,110,Burnley,Leicester,Swansea,Everton,West Ham,4.1,2.7,3.7,2.0,3.4,3.2,2.6,2.3,3.5,2.4,3.9,2.8,3.5
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,20782,1,8,0,0,0,0,0,0.7,331,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.3,5923,0,0,0,0,327,11,0,0,50,Liverpool,Hull City,West Ham,Stoke,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,6300000,3,59,2.7,4.28571428571429e-07,9.36507936507936e-06,0,50810,4,14,0,0,0,0,0,9.4,3846,-2,0,59,2,0.4,0,2.7,6,0,9,0,3,0.7,56852,0,307,0,0,1817,831,0,1,403,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,2.3,0.0,2.2,2.2,2.3,2.6,1.8,1.9,2.2,1.5,1.4,2.0
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,159,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,196,0,0,0,0,0,5,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,1246,0,0,0,0,0,0,0,0.0,95,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2609,0,0,0,0,0,93,0,0,0,Sunderland,Tottenham,West Brom,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2232,0,0,0,0,0,0,0,0.0,74,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2882,0,0,0,0,0,97,0,0,0,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,12720,0,0,0,0,0,0,0,0.0,89,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1183,0,0,0,0,0,5,0,0,0,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4200000,1,31,0.4133333333333329,9.84126984126984e-08,7.380952380952381e-06,0,127360,1,12,0,0,0,0,0,7.4,5661,-3,0,31,3,0.1,0,0.3,0,0,5,0,0,1.9,92780,0,0,0,0,1043,6524,0,0,186,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4000000,0,7,0.0933333333333333,2.33333333333333e-08,1.75e-06,0,67908,1,5,0,0,0,0,0,1.8,465,-5,0,7,5,0.0,0,0.0,0,0,1,0,0,0.6,46949,0,0,0,0,270,272,0,0,61,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Holebas,DEF,WAT,4700000,1,64,2.8,5.95744680851064e-07,1.3617021276595698e-05,0,364178,11,40,0,0,0,2,0,13.6,5374,2,0,64,-2,0.4,0,1.7,6,0,4,0,4,4.0,494655,0,96,0,1,2009,3656,0,0,346,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,3.7,3.5,0.0,2.9,2.8,3.5,2.0,3.0,2.4,3.8,1.6,2.0,2.8
Mason,Holgate,DEF,EVE,4200000,0,35,0.46666666666666706,1.11111111111111e-07,8.33333333333333e-06,0,340294,2,4,0,0,0,0,0,8.3,21148,-3,0,35,3,0.2,0,0.7,3,0,4,0,1,6.5,561412,0,0,0,0,620,3960,0,0,163,Sunderland,Tottenham,West Brom,Hull City,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,0,2,0.0266666666666667,5.92592592592593e-09,4.44444444444444e-07,0,154,1,2,0,0,0,0,0,0.4,4,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.0,202,0,0,0,0,109,3,0,0,20,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Huddlestone,MID,HUL,4600000,2,47,2.1,4.56521739130435e-07,1.0217391304347801e-05,0,11825,2,27,0,0,0,0,0,10.2,373,-4,0,47,4,0.6,0,2.7,2,0,4,0,2,0.3,10293,0,0,0,0,1481,1437,0,0,264,Burnley,Leicester,Swansea,Everton,West Ham,2.4,1.3,1.7,1.0,1.2,1.8,1.0,1.1,2.2,1.0,2.3,1.3,1.6
Noor,Husin,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,53,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,62,0,0,0,0,0,1,0,0,0,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert,Huth,DEF,LEI,4900000,0,44,1.9,3.87755102040816e-07,8.97959183673469e-06,0,68277,7,38,0,0,0,0,0,9.0,1033,-1,0,44,1,0.2,0,1.0,0,0,5,0,1,1.1,47881,1,453,0,0,2026,179,0,0,308,Liverpool,Hull City,West Ham,Stoke,Sunderland,2.3,2.1,0.0,1.6,2.0,1.6,1.0,1.5,2.1,1.2,1.7,1.1,2.1
Emerson,Hyndman,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,1294,0,0,0,0,0,0,0,0.0,16,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,658,0,0,0,0,0,5,0,0,0,West Brom,Man Utd,West Ham,Swansea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,2,29,0.3866666666666671,7.891156462585031e-08,5.91836734693878e-06,0,160938,0,20,0,0,0,0,0,5.9,443,-6,0,29,6,0.3,0,1.3,0,0,3,0,0,1.2,25857,0,184,0,0,930,136,0,0,120,West Brom,Man Utd,West Ham,Swansea,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11500000,5,145,6.0,5.217391304347829e-07,1.26086956521739e-05,0,2447344,5,20,0,0,0,15,0,12.5,277966,0,1,145,0,0.4,0,4.3,24,0,10,0,6,35.5,2100089,0,0,0,5,2160,21707,-1,0,497,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,8.5,0.0,7.2,8.3,7.6,7.6,6.9,6.9,8.1,7.3,6.4,7.8
Odion,Ighalo,FWD,WAT,6800000,0,39,2.2,3.23529411764706e-07,5.73529411764706e-06,0,333031,1,29,0,0,0,1,0,5.7,1754,-7,0,39,7,0.0,0,0.0,2,0,2,0,1,2.6,93930,0,709,0,0,1291,63,0,0,84,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelechi,Iheanacho,FWD,MCI,6000000,0,47,3.1,5.16666666666667e-07,7.83333333333333e-06,0,778215,0,8,0,0,0,4,0,7.8,2973,-10,1,47,10,0.0,0,0.0,6,0,1,0,3,2.4,754462,0,242,0,1,475,902,-1,0,168,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,3.2,3.3,3.7,2.7,2.1,4.1,2.8,3.4,2.7,3.1,4.1,2.8
Giannelli,Imbula,MID,STK,4500000,0,23,0.306666666666667,6.81481481481482e-08,5.11111111111111e-06,0,13711,1,20,0,0,0,0,0,5.0,107,-5,1,23,5,0.0,0,0.0,1,0,2,0,1,0.2,5377,1,194,0,0,790,23,-1,0,124,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,23213,0,0,0,0,0,0,0,0.0,74,-6,0,0,6,0.0,0,0.0,0,0,0,0,0,0.2,3951,0,81,0,0,0,54,0,0,0,Leicester,Arsenal,Burnley,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gokhan,Inler,MID,LEI,4400000,0,0,0.0,0.0,0.0,0,9830,0,0,0,0,0,0,0,0.0,26,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3775,0,20,0,0,0,5,0,0,0,Liverpool,Hull City,West Ham,Stoke,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen,Ireland,MID,STK,4400000,0,0,0.0,0.0,0.0,0,539,0,0,0,0,0,0,0,0.0,13,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,417,0,18,0,0,0,14,0,0,0,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lloyd,Isgrove,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,195,0,0,0,0,0,0,0,0.0,13,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,241,0,0,0,0,0,14,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branislav,Ivanovic,DEF,CHE,5600000,0,23,1.8,3.2142857142857103e-07,4.10714285714286e-06,0,189672,2,9,0,0,0,0,0,4.1,1892,-4,0,23,4,0.0,0,0.0,2,0,1,0,1,2.8,34179,0,414,0,0,589,93,0,0,143,Swansea,West Ham,Stoke,Crystal Palace,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Iwobi,MID,ARS,5900000,3,83,1.10666666666667,1.87570621468927e-07,1.4067796610169501e-05,0,196116,1,17,0,0,0,3,0,13.8,33727,-1,0,83,1,0.8,0,4.7,8,0,9,0,5,2.7,245240,0,150,0,1,1294,4683,0,0,321,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.6,0.0,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6
Phil,Jagielka,DEF,EVE,4600000,0,34,0.4533333333333329,9.855072463768118e-08,7.39130434782609e-06,0,260667,3,18,0,0,0,0,0,7.4,2382,-4,1,34,4,0.0,0,0.0,3,0,2,0,1,2.6,264176,0,221,0,0,1261,533,-1,1,234,Sunderland,Tottenham,West Brom,Hull City,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Eldin,Jakupovic,GLK,HUL,4100000,2,49,0.653333333333333,1.59349593495935e-07,1.19512195121951e-05,0,425310,0,12,0,43,0,0,0,12.3,5124,1,-1,49,-1,1.7,0,7.0,4,0,3,0,0,22.8,759428,0,0,1,2,900,36374,1,0,225,Burnley,Leicester,Swansea,Everton,West Ham,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4
Daniel,James,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,282,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,328,0,0,0,0,0,14,0,0,0,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew,James,MID,LEI,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,205,0,0,0,0,0,0,0,0.2,9,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,205,0,0,0,0,1,2,0,0,3,Liverpool,Hull City,West Ham,Stoke,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4500000,1,25,0.33333333333333304,7.40740740740741e-08,5.55555555555556e-06,0,14881,0,15,0,0,0,1,0,5.6,209,-5,0,25,5,0.3,0,1.3,0,0,0,0,1,0.1,16851,0,0,0,0,741,319,0,0,119,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Vincent,Janssen,FWD,TOT,7500000,1,37,2.1,2.8e-07,4.93333333333333e-06,0,110582,0,7,0,0,0,1,0,4.9,279,-5,0,37,5,0.1,0,1.0,3,0,1,0,2,0.8,59382,0,0,0,0,630,269,0,0,73,Stoke,Everton,Southampton,Burnley,Swansea,2.1,1.9,0.0,2.3,1.0,1.5,2.2,2.3,1.3,1.9,1.3,1.7,1.5
Adnan,Januzaj,MID,SUN,5300000,2,35,2.1,3.9622641509434e-07,6.60377358490566e-06,0,54556,3,31,0,0,0,0,0,6.6,426,-2,0,35,2,0.6,0,3.3,0,0,2,0,3,0.5,36434,0,33,0,0,1199,382,0,1,110,Everton,Man City,Burnley,Watford,Leicester,1.1,1.3,0.0,2.4,1.5,1.3,1.5,1.2,1.0,1.7,1.6,1.6,1.0
Mile,Jedinak,MID,CRY,4500000,0,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,25751,0,1,0,0,0,0,0,0.4,45,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.2,1293,0,118,0,0,90,10,0,0,8,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4800000,0,2,0.0266666666666667,5.55555555555556e-09,4.1666666666666704e-07,0,9863,0,1,0,0,0,0,0,0.4,57,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,9647,0,178,0,0,82,14,0,0,12,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jesus,FWD,MCI,9100000,1,26,0.346666666666667,3.80952380952381e-08,2.8571428571428602e-06,0,334662,1,1,0,0,0,3,0,2.8,323022,1,2,26,-1,0.9,0,8.3,6,0,1,0,1,2.6,439183,0,0,0,2,203,17880,-2,0,93,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Glen,Johnson,DEF,STK,4700000,1,38,2.5,5.31914893617021e-07,8.08510638297872e-06,0,17833,1,21,0,0,0,0,0,8.1,276,-3,0,38,3,0.1,0,0.3,3,0,4,0,0,0.2,13392,0,324,0,0,1237,102,0,0,257,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,1.7,2.5,1.9,2.5,1.4,1.4,3.3,2.9,2.0,3.1,2.2,3.0,2.1
,Jonathan Benteke,FWD,CRY,4300000,0,1,0.0133333333333333,3.1007751937984498e-09,2.3255813953488398e-07,0,21006,0,0,0,0,0,0,0,0.2,1822,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.4,31612,0,0,0,0,7,2946,0,0,3,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy,Jones,DEF,SUN,4400000,0,28,1.9,4.31818181818182e-07,6.36363636363636e-06,0,1929,4,27,0,0,0,0,0,6.4,218,-1,0,28,1,1.1,0,5.0,3,0,3,0,0,0.1,2486,0,211,0,0,1194,269,0,0,213,Everton,Man City,Burnley,Watford,Leicester,1.0,1.5,0.0,1.9,1.0,1.0,1.2,2.1,1.6,2.0,1.3,1.6,1.1
David,Jones,MID,BUR,5000000,0,1,1.0,2e-07,2e-07,0,2991,1,1,0,0,0,0,0,0.2,4,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,169,0,0,0,0,86,4,0,0,8,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jones,DEF,MUN,4800000,0,39,0.52,1.0833333333333302e-07,8.125e-06,0,182347,0,8,0,0,0,0,0,8.0,26246,-2,1,39,2,0.1,0,0.3,4,0,3,0,0,1.6,227933,0,64,0,0,1044,112,-1,0,248,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Joselu,FWD,STK,5300000,0,0,0.0,0.0,0.0,0,6668,0,0,0,0,0,0,0,0.0,18,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,659,0,246,0,0,0,9,0,0,0,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Josh Robson,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,3424,0,0,0,0,0,0,0,0.0,76,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4901,0,0,0,0,0,19,0,0,0,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukas,Jutkiewicz,FWD,BUR,4300000,0,2,1.0,2.3255813953488398e-07,4.65116279069767e-07,0,28180,0,0,0,0,0,0,0,0.5,583,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.6,13209,0,0,0,0,13,508,0,0,5,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Kabasele,DEF,WAT,4800000,0,29,0.3866666666666671,8.055555555555559e-08,6.04166666666667e-06,0,2893,1,12,0,0,0,2,0,6.0,78,-2,0,29,2,0.0,0,0.0,1,0,1,0,0,0.1,1314,0,0,0,0,558,11,0,0,104,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Younes,Kaboul,DEF,WAT,4400000,1,52,2.7,6.13636363636364e-07,1.18181818181818e-05,0,37492,2,30,0,0,0,2,0,11.8,1372,-1,0,52,1,0.9,0,4.0,1,0,4,0,0,1.2,55365,0,231,0,0,1599,2726,0,0,295,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,3.5,3.3,0.0,2.7,2.6,3.3,1.9,2.8,2.3,3.7,1.5,1.9,2.7
Sullay,Kaikai,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,2254,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,181,0,9,0,0,0,5,0,0,0,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Kane,FWD,TOT,11200000,1,119,6.0,5.35714285714286e-07,1.0625e-05,0,1362578,1,14,0,0,0,14,0,10.6,42393,2,0,119,-2,0.3,1,3.0,17,0,10,0,3,20.2,1514409,0,1053,0,4,1713,95546,0,0,476,Stoke,Everton,Southampton,Burnley,Swansea,8.9,8.4,0.0,9.0,5.6,6.7,9.0,9.0,6.1,8.5,6.6,8.0,6.2
N'Golo,Kante,MID,CHE,4700000,3,60,2.5,5.31914893617021e-07,1.27659574468085e-05,0,739421,6,18,0,0,0,1,0,12.8,6807,-3,0,60,3,0.5,0,2.3,1,0,12,0,0,11.9,252443,0,501,0,0,2148,6069,0,0,367,Swansea,West Ham,Stoke,Crystal Palace,Man City,2.1,1.2,0.0,1.5,2.0,1.7,1.4,1.6,2.2,1.5,2.4,1.3,2.9
Bartosz,Kapustka,MID,LEI,5000000,0,0,0.0,0.0,0.0,0,5747,0,0,0,0,0,0,0,0.0,27,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.1,512,0,0,0,0,0,11,0,0,0,Liverpool,Hull City,West Ham,Stoke,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loris,Karius,GLK,LIV,4400000,0,32,0.4266666666666671,9.696969696969699e-08,7.272727272727271e-06,0,76987,0,12,0,20,0,0,0,7.3,1073,-6,0,32,6,0.0,0,0.0,0,0,3,0,0,0.7,78632,0,0,0,0,900,140,0,0,153,Leicester,Arsenal,Burnley,Man City,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michael,Keane,DEF,BUR,5000000,2,73,2.9,5.8e-07,1.4599999999999999e-05,0,91533,2,36,0,0,0,1,0,14.6,2813,0,0,73,0,1.0,0,5.0,5,0,6,0,1,2.9,152039,0,0,0,2,2250,6604,0,0,425,Hull City,Swansea,Liverpool,Sunderland,Tottenham,2.0,1.9,2.4,1.5,3.9,3.8,1.8,1.6,2.7,2.4,4.0,2.1,4.1
Will,Keane,FWD,HUL,4400000,0,8,0.10666666666666699,2.42424242424242e-08,1.81818181818182e-06,0,38033,0,10,0,0,0,0,0,1.8,392,-1,0,8,1,0.0,0,0.0,0,0,1,0,0,0.2,40413,0,0,0,0,280,149,0,0,9,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Martin,Kelly,DEF,CRY,4200000,0,25,0.33333333333333304,7.93650793650794e-08,5.95238095238095e-06,0,43332,3,30,0,0,0,0,0,6.0,1143,-3,1,25,3,0.0,0,0.0,0,0,0,0,2,0.5,44786,0,96,0,0,1298,441,-1,0,185,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Kenedy,MID,CHE,5100000,0,1,0.0133333333333333,2.61437908496732e-09,1.9607843137254898e-07,0,2181,0,0,0,0,0,0,0,0.2,10,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.0,1225,0,86,0,0,16,10,0,0,2,Swansea,West Ham,Stoke,Crystal Palace,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjoe,Kenny,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,610,0,0,0,0,0,0,0,0.0,63,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1276,0,0,0,0,0,76,0,0,0,Sunderland,Tottenham,West Brom,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wahbi,Khazri,MID,SUN,6000000,0,14,0.18666666666666698,3.11111111111111e-08,2.33333333333333e-06,0,11587,3,14,0,0,0,0,0,2.3,44,-5,0,14,5,0.0,0,0.0,0,0,1,0,0,0.1,952,0,172,0,0,466,12,0,0,41,Everton,Man City,Burnley,Watford,Leicester,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Ki Sung-yueng,MID,SWA,5000000,0,22,0.293333333333333,5.8666666666666696e-08,4.4e-06,0,4701,2,22,0,0,0,0,0,4.4,54,-5,0,22,5,0.1,0,0.3,0,0,1,0,0,0.0,1301,0,241,0,0,835,10,0,0,143,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Michael,Kightly,MID,BUR,4200000,0,6,1.2,2.85714285714286e-07,1.4285714285714301e-06,0,29192,0,1,0,0,0,0,0,1.4,1375,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.7,28930,0,0,0,0,104,77,0,0,20,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy,King,MID,LEI,4700000,0,32,0.4266666666666671,9.07801418439716e-08,6.80851063829787e-06,0,17106,2,18,0,0,0,1,0,6.8,274,-3,0,32,3,0.1,0,0.3,1,0,1,0,0,0.3,9158,0,174,0,0,1093,44,0,0,162,Liverpool,Hull City,West Ham,Stoke,Sunderland,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
